expanded_rl_record_id,anon_instance_id,category,selected_for_expanded_rl,selection_origin,sampling_pool,current_raw_passrate,current_valid_passrate,n_observed,n_valid,n_pass,infra_failure_rows
ERL-8B4CBEAAE2ABEE33,TRN-266913FFCAA1B48D,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-F73D59A60ABD5C83,TRN-1E7E2F552BFC4A8A,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-E66DF63C2F80A2B0,TRN-21BAED661A711D29,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-F24C695353E9A5B4,TRN-8E6DD1D537015FE3,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-1218FFC4710BA46C,TRN-6D2A33D96063431F,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-ACB07FDFDEC82FBA,TRN-871411FCD7AEA4D2,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-6BAFC2D0E0A7B414,TRN-461FDFEC3D08785B,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-0D68B834F6815479,TRN-258B4451F1F72BDD,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-4BE3B21C12299299,TRN-F3F2C88E9FA6FCA0,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-29E6A17F7674AC37,TRN-EB4B1C03DA6F859B,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-129DEE9105FB9C08,TRN-7BC0BB3990F5B60F,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-3D979B4E27726FC3,TRN-30D5EE4692DC12C5,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-36C7C8BBC0FB9F69,TRN-2201171670D0E79D,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-7C1ABFD4122941E6,TRN-EF69F8DC8431D3B5,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-74F42D47DEBC4A9D,TRN-29D8AFC7AD64EADE,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-9FDD57CCB1C6F0A1,TRN-769B23D0E0179F81,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-199AAC00ED2562BD,TRN-11293D43409BA404,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-204B0D6042B50FF2,TRN-FB581D01481D4EF2,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-3843AB30A7CDAE63,TRN-0D3CA0438F8875BD,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-FE1AC3F4E29FC83C,TRN-58EE240D5E297FBB,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-8233D156D5CB74EB,TRN-A68480575DFBD6AD,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-8F8679697160E472,TRN-FF35CAD87E1D655C,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-84ED7BE1D0C10AD0,TRN-3E33D34FEE9CF709,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-7978D8A8827B2402,TRN-9570BE6C0AE2749E,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-E4580588DBF45763,TRN-A287004341238AED,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-E027FF3F0C8CCF41,TRN-5EA2760DC771BB0F,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-991A9F78D22121D0,TRN-D222663B5D5EFAE4,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-5263C9ECD5BCCA98,TRN-A0A2768EFF496A88,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-0CE63A6339546A6D,TRN-C5EBA6281101CD3E,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-D97AF09660074BF2,TRN-F09C23158967A530,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-746C90B0DEAF8257,TRN-EFB401CA92608636,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-F4FC7A6E0AE4F8CD,TRN-3E2706F14686F5EE,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-79B9F9D1EB1EFEFF,TRN-3A50D961982854D9,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-C8FEED9AA0B6FB0F,TRN-25629FAC64145A0D,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-5F5028B813A354BF,TRN-F79A6CDB8E1AC08F,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B892B575410F83C4,TRN-226BAD5D5F6ABB6E,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-5EA3B15AE2AD14E7,TRN-52AFE822FB908AF8,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-817FE10D10B46878,TRN-346E57E08997C9B7,C,true,stage1_overlap,informative_non_extreme,0.25,0.5,4,2,1,2
ERL-09C2E5976E7B74D0,TRN-04C0C6980086600D,C,true,stage1_overlap,informative_non_extreme,0.5,0.6666666666666666,4,3,2,1
ERL-42739481BA2C6384,TRN-96CAE5F10F9809D3,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-F5A64B965CA8AB54,TRN-9A51B76E12ED0D8F,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-5A164C2A7683505C,TRN-83F6E8C969FC2DD8,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-C2130E31A7AB396D,TRN-9080C2079714CCE5,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-04B3700676779DF9,TRN-39E0FE8CAE8E8264,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-14AD1FABF713A573,TRN-B1A1E7122B0E6A2C,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-C6AF39BC1376D7DA,TRN-749A8FABE187D4B1,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-C1EBF0EF78705BA9,TRN-3975EDCD503E1237,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-92B8FC0E3F0CC1C7,TRN-F27ED0E33BA97E9D,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,3,0,1
ERL-541E930123A14A81,TRN-2C55847CD521080D,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-7AB98AE07173529D,TRN-665C6AED8B81BBB3,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0CC05593B19473F6,TRN-FCB5155CFBD40F52,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-797155978F28992E,TRN-E064AC154983B6C1,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4B100E6DEDB7C22F,TRN-943B1F66C91CA52A,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-CA4345E1A81085A0,TRN-54FCAB3B0103E570,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-E3BE6647BF37F96E,TRN-55B3258FB22E4C3C,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-06252B6728F44039,TRN-ED56AF0CB307D905,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-4BA15409E66AF1CE,TRN-760D310C99777E91,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-DC94BCADD7A14E3F,TRN-C50D8077CC77895C,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-B48B3255F5623F86,TRN-05F4F8AFAC0D75A9,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-062B74678035E430,TRN-69F995E89983E9DC,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-FBC07337EE251D31,TRN-B8C9B79426FF56F9,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-51EE8E046AF82954,TRN-C269CBC2781DEDFF,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-2E72BA76509392A6,TRN-C454308DD5FE999B,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-7A19C7E21F7D9F13,TRN-A1E0A9B8F0AF73A3,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-6CE992B9A14E2C48,TRN-72A28357E083B684,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-634975C0A8DC3EAD,TRN-3797FA8BA25276B0,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-4690577EE554CCBB,TRN-4AB8BDEE8557195D,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-C6153F9139095485,TRN-A9269E1EFF2F5005,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-71487E1A2D9B8334,TRN-D47ED735B6A2C350,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-911F3D4880E82DC8,TRN-3809824FBCFF5B90,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0F9F0BADE17A2CC2,TRN-FE4FDABB89698E9F,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-65AD2912ABCAB011,TRN-EC237C1E4A4BD55C,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-BB0E1002DE305FD5,TRN-60BA4B6CC73B119D,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-AF217DCEFE6E817E,TRN-47DA52A14E8FA658,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-DFDA3EBC2332EAC1,TRN-19B2F6CE13FB10CC,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-353D0B29F35DE268,TRN-4F1686861AC44437,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-CEB4DD7E77C0049A,TRN-8F66F23A247AEED4,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-8CC000C6DF02D91F,TRN-1546676887A65165,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-224C8630979BE9D2,TRN-F4F634C7DEF50AB8,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-0B13184F1D3F7500,TRN-943B1F66C91CA52A,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-93CB108C790D8CA4,TRN-F7BFA312FA65E0E5,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-EA986E7D7BB184B4,TRN-8212018D8DCBE205,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-DF18EE30D5B06623,TRN-92061A9A8B274CFD,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-4210562B13A0871F,TRN-10CF14E7DBC8C243,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-A879B3E6E122BF4D,TRN-A5796660A441CCC0,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-66C3D3E8499B7644,TRN-0D1F2F8EE67A36EE,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-E1CDA360B4EEBB6C,TRN-C21AC329C0D3BDB3,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-67A43EFDCD10603F,TRN-93BE998C2FF7FE1A,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-1AF15E7E6269CCE3,TRN-81253E4245DEA135,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-179854413DA2971A,TRN-F1FA9640E40654B2,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-C86E9FB1B428AE42,TRN-6D32243F764024A9,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-EB8556EB228CD16D,TRN-4B9B12D68EE8011F,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4D710E2AD0804E80,TRN-79E16AB6888011B1,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-D706D2C117BDA2F6,TRN-C00F0822059A199A,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-8FDCDA920060D03E,TRN-EDD5E80B137FFA84,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-CC6AD12D55873699,TRN-8006FA7CF1AB635A,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-4DA52185B703CE28,TRN-9FE3DA9BCDA63D8A,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-456849D0AE1A01E0,TRN-7240A1CC9E4DA600,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-9A12987AC5155F85,TRN-11035CB6A670BA9F,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-51CC7191717C704F,TRN-9A3ECAD595D6510C,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-5B4D818CAAA41DE5,TRN-4A2424EE06764719,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-23AB8AF5B84CB251,TRN-0028BDFFB81852A4,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4EE1140ED665F736,TRN-63A48610E3C69810,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-94FDD47EDB671ADC,TRN-DA2999F865ED53A7,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-4FE4757D4F90292E,TRN-ECFE613E82A3B3AD,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-AD46DC34122549D9,TRN-007FF158D422FD8D,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-9889EA72D2E9F2C3,TRN-C2624B0F3575EC19,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-D637A613A9C3CD38,TRN-395FF07F745C5C44,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-F2C28927DD987052,TRN-4F5F8DA34F88E38F,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-7092DA35098EB6B3,TRN-7F0221A78A754DB2,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-22E0A805A1AA6BAE,TRN-7EF054D6A5759AAE,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-A14C8A56D23C5D94,TRN-94644628D29770B3,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-D5F73768C0C7945D,TRN-35EB58372181B02B,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-23657F4197F2B468,TRN-FF1DE358FE4ECFB1,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-560DA554951F58E7,TRN-B7C6272A20855914,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B7225A79DD4A75CA,TRN-9A0D1993AA1B05BC,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-3E0A629617F771FF,TRN-350828417A66BADA,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-C0E2140096314FB9,TRN-5447D1D648C833A7,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-ECC56CE5D0992E91,TRN-3D2923D695A00B4E,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-CBD2788380DE870E,TRN-3E2EECCE1304ADC5,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-435EA995C52F6022,TRN-4A0B7855120FDBF0,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-F7F7EE9FC2275E65,TRN-26A5017D8C53DBAB,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-0F93D739FED66BCA,TRN-BC00A8DEAAA2550A,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-6D49F8EDF51FAE6C,TRN-DC757431D57E64C8,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-D50968A109B22770,TRN-39C85774148D8C52,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-D6B38586841EA37D,TRN-B8966AD59DCB5D10,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-541BC9D0EC2A6568,TRN-2D93706ABFB1ECFC,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-72724B49CCE5B004,TRN-11B32446569FE25C,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-D6FE36BD2805AFF3,TRN-4B8E02C12D10CEA8,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-6A53F345EE8FBD7F,TRN-207681A55ABE87CE,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-24FBAD591D491872,TRN-5A33D33F719682C3,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0A20A845A24B51FA,TRN-536C16B8FBB9061D,C,true,stage1_overlap,informative_non_extreme,0.25,0.3333333333333333,4,3,1,1
ERL-85925B00FDF97765,TRN-289FC662F27BEDA0,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-719061EE81C2CFB4,TRN-64E0B4CB6716D088,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-BEB4C37D87F7E966,TRN-C6B968CC81EC6A32,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-3E7BF4B8C3375705,TRN-32109B9E82D45C8C,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-F005E628B95A1921,TRN-B8B2C52775B171D7,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-1DA26A6076C3813C,TRN-48AA0490D9DBAC44,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-66FB75DCC225AC60,TRN-E1660BF58FF99CD1,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-D9F588E7C32AB7DC,TRN-722CE9CAF73A74DC,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-CBF7337BEE96B51E,TRN-F5DCD344F1E85BEC,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-A99BDC5548F85076,TRN-BC7D70F1863144CC,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-C9C3E20F25E31127,TRN-101EB3CF1474F6A9,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4FA00944E68B7954,TRN-B58F9AB1E01EFA67,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-94702148CD8DE1E6,TRN-BCB1B910947BD9C6,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-9C54170A6F70AA1A,TRN-F3E0EDAF08075664,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-CA937D42418A949F,TRN-DCCDD25170E64022,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-F54C6F94A1B831B2,TRN-29788E86081EDB28,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-1EE8AE845AE73EB4,TRN-5B5E45AD50874D55,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-3647EF8D3A92453E,TRN-30F0B2CBB0E620F9,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-9D0C9B8841222104,TRN-379F936547F0046F,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-77821F365B27A6BE,TRN-CBD238316445EF9E,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-96CE6A3C14A7A890,TRN-B357C8428096D760,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-92F3ADB6550B3648,TRN-5540DA5FE6329CD7,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-97632E045C4AADA2,TRN-182346FB9AB05EA0,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-4513870D879D04CC,TRN-BD170F0C11BF576C,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-F211120BE37AB949,TRN-BC8B1ED29B2C0032,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-B86934ABC5D3219B,TRN-21195DF8C0C1FC47,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-0FDDFF752CAF18CF,TRN-7B70D878BA057334,C,true,unseen_probe,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-A33A2E40C4DFE01C,TRN-24AAB8E32915E168,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-216D747E28FEB426,TRN-3D8F3D8100C1601E,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-6E1EFF528CA38484,TRN-6F29488C7DFE1306,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-AAFE826523216C0B,TRN-F1A4465863E30080,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-68853B30FFF6F45B,TRN-D9D950D6428E3391,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-18A974229A8A896F,TRN-7CEAC968AA07C8A0,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-2B7E50670D5FE06B,TRN-F6D398F5C7669A35,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-4F35419AF87436FD,TRN-137E1FB618DF9398,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-AB8B2581A19C5243,TRN-1FE999EB3B95C8F1,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-0F876AFD52AE6E8A,TRN-8004A797C0EAE67D,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-491882110BA8EEC2,TRN-CA5D60E64F1875AD,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4809E4146B31A3AE,TRN-52FF0296B178890D,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-A027417B833997AF,TRN-92C2BAD546A9714D,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-B07B4CF09189F6ED,TRN-3AAC55E52602F385,C,true,unseen_probe,recoverable_zero,0.0,0.0,4,4,0,0
ERL-40D58125C24C1120,TRN-B268472C2FBECCC7,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-D0EBB0DB0F43F7EF,TRN-0F7D4B35EBC8A7AC,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-D7D28209F44EF436,TRN-C3107FC1855C143C,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-82692B5C37A24D62,TRN-389DBB76D5D20112,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4131EDE8A67AF4DB,TRN-CD6B9678B35D1DF1,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-CF1E285223A889F6,TRN-95BEF1A5B2F331EC,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-0C831DE82A529397,TRN-5391D1329ECED335,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-E048B09DAA1AC9FD,TRN-90B6F4DAE35A1246,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-15598FBDB7D648C9,TRN-77086B4ED32C489C,C,true,unseen_probe,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-376F22406A494F8E,TRN-E2D5488BB070D1EC,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-92664E201ACC7BBC,TRN-FD87E40422099885,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-C95C0E120438F9F5,TRN-9E4FB16CEFEB1699,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-4A615BD00060D673,TRN-D5FC1FBBDBE1D6BE,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-B94314D4ECF13665,TRN-3D6F7C4C5EDDD168,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-11055B35716F4784,TRN-69A57CFD1F1E30B0,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-42C3E8DBB73396DA,TRN-F297E9EFD24BD8F4,C,true,unseen_probe,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-D1C121DA73AF930F,TRN-D9F5940E25AFA8E2,C,true,stage1_overlap,recoverable_zero,0.0,0.0,4,4,0,0
ERL-3CC4FEBA652B4ED5,TRN-0F2973D73D81CB45,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-A11537F7C7815564,TRN-22014EF936F0D889,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-61603EB563E3D77A,TRN-F1DAFD52BC404190,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-2CF18367B0BE8B00,TRN-7AAE493C6BFE8FA4,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4DE8AF27D9691736,TRN-16576F820AED6D6A,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-D6CFD47DA2B1EC79,TRN-E7A656D65427FCFF,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
ERL-9744F720B1D46734,TRN-1730199DB5C161F9,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4CB003A93DC32F02,TRN-CA0AC5E1A6AD6473,C,true,stage1_overlap,informative_non_extreme,0.25,0.25,4,4,1,0
ERL-FE4B70B040FBE9A1,TRN-E9D34BD808A40193,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-0AE4253A44E0262B,TRN-952FE7BBBABF9BF1,C,true,stage1_overlap,informative_non_extreme,0.75,0.75,4,4,3,0
ERL-4456944FE97A03B0,TRN-ED57DEB00D329DBD,C,true,stage1_overlap,informative_non_extreme,0.5,0.5,4,4,2,0
