anon_instance_id,routing_group,source_subset,pooled_record_count
TRN-7AF709F8A0FEBA15,A,initial_rl,1
TRN-7AFE64F361FA7112,B,initial_rl,1
TRN-7B0309D970816424,U,rest_3954,1
TRN-7B03A01C77CA447C,U,rest_3954,1
TRN-7B05E0ADFC949DB2,U,rest_3954,1
TRN-7B0A262D917D4310,C,initial_rl,1
TRN-7B0B2873B62434B8,C,initial_rl,1
TRN-7B1A7017FA9618B0,C,initial_rl,1
TRN-7B2B5CC8F1756F72,B,initial_rl,1
TRN-7B3124EE3B396DEE,U,rest_3954,1
TRN-7B378B8A2333207E,U,rest_3954,1
TRN-7B4BC7FD88055E7C,C,initial_rl,1
TRN-7B58EBB0613736A7,B,initial_rl,1
TRN-7B5CB504216C207E,U,rest_3954,1
TRN-7B5E514C5A245DDE,U,rest_3954,1
TRN-7B6431BDD6FB68C6,U,rest_3954,1
TRN-7B6866E9A5FFB73E,U,rest_3954,1
TRN-7B75432D370F5459,C,initial_rl,1
TRN-7B7D13B649C78F7F,U,rest_3954,1
TRN-7B87C5A93379DC3A,C,initial_rl,1
TRN-7B88E9A02982FF48,U,rest_3954,1
TRN-7B8BA4ECBFD6F34F,U,rest_3954,1
TRN-7B8F6C96B60976A4,U,rest_3954,1
TRN-7B9F5955FA2F5DE4,U,rest_3954,1
TRN-7BA1128305D86241,U,rest_3954,1
TRN-7BA89A851AEDA780,C,initial_rl,1
TRN-7BAFEA5DEC2FFD54,C,initial_rl,1
TRN-7BC0BB3990F5B60F,C,initial_rl,1
TRN-7BCC1E2EBF59A0BF,A,initial_rl,1
TRN-7BCC25A3B35351D2,C,initial_rl,1
TRN-7BD22EB1B98D9EB2,U,rest_3954,1
TRN-7BD62A58F00F5E76,U,rest_3954,1
TRN-7BDB9266F4D3EB3E,U,rest_3954,1
TRN-7BDE05474C9F8B28,U,rest_3954,1
TRN-7BE7266454A728BC,C,initial_rl,1
TRN-7BF2BD66E8026211,U,rest_3954,1
TRN-7C10A67A8E23CE77,A,initial_rl,1
TRN-7C1C834D7E137F3A,U,rest_3954,1
TRN-7C25762C73B0F51B,U,rest_3954,1
TRN-7C257B331293E00C,C,initial_rl,1
TRN-7C319957BC233116,U,rest_3954,1
TRN-7C416602535246FC,C,initial_rl,1
TRN-7C58500AD5F70C96,U,rest_3954,1
TRN-7C59F33B224C2498,U,rest_3954,1
TRN-7C633F8F57D48B58,C,initial_rl,1
TRN-7C67C108BC68B339,B,initial_rl,1
TRN-7C6AAE95F73D8F54,U,rest_3954,1
TRN-7C6F872236C2A6FE,U,rest_3954,1
TRN-7C6FDB6631101BFA,B,initial_rl,1
TRN-7C7187BE7758FAA8,U,rest_3954,1
TRN-7C7B552B967F88A6,C,initial_rl,1
TRN-7C7C1004281EE41F,U,rest_3954,1
TRN-7C8322763E66DD6E,U,rest_3954,1
TRN-7C844CC2ADEF3E3B,A,initial_rl,1
TRN-7C8D032914508559,B,initial_rl,1
TRN-7C8F11E4D539076D,C,initial_rl,1
TRN-7C9682D87D25FC2A,B,initial_rl,1
TRN-7CA38482D391AFA3,U,rest_3954,1
TRN-7CC326875FCD31B4,U,rest_3954,1
TRN-7CC97B1B65359791,B,initial_rl,1
TRN-7CC9CC2CAC7ACC9D,B,initial_rl,1
TRN-7CCA1E453DF24174,U,rest_3954,1
TRN-7CD7779EE9DF5BA9,U,rest_3954,1
TRN-7CD8F1B02F371E90,U,rest_3954,1
TRN-7CDBD0BFA34320BF,U,rest_3954,1
TRN-7CE4EE9828279ADB,U,rest_3954,1
TRN-7CEAC968AA07C8A0,C,initial_rl,1
TRN-7D15E2CE35AC1A29,B,initial_rl,1
TRN-7D2BAEFA60F1C1F2,C,initial_rl,1
TRN-7D3447C4ACCC0B75,A,initial_rl,1
TRN-7D35BEBE8E7C0A61,C,initial_rl,1
TRN-7D43438864E70963,A,initial_rl,1
TRN-7D4C149E5C67C375,A,initial_rl,1
TRN-7D616D752823F577,U,rest_3954,1
TRN-7D7F620A877915A1,U,rest_3954,1
TRN-7D898D50F38A551A,B,initial_rl,1
TRN-7D8E0064738DE773,C,initial_rl,1
TRN-7DA89B9C69083662,U,rest_3954,1
TRN-7DAD985E1C14C5BC,C,initial_rl,1
TRN-7DCAD3CBDE592873,U,rest_3954,1
TRN-7DD2897A4A31C27F,U,rest_3954,1
TRN-7DE762BA1BE28E58,U,rest_3954,1
TRN-7E068BB8C628F3FD,A,initial_rl,1
TRN-7E2CA58744E45742,U,rest_3954,1
TRN-7E3ACB846E39D450,U,rest_3954,1
TRN-7E496EE8917970AD,U,rest_3954,1
TRN-7E4B8A46A849FA29,U,rest_3954,1
TRN-7E579D4BBFA8E3AE,U,rest_3954,1
TRN-7E5D14592A5393CF,U,rest_3954,1
TRN-7E7FEE6E8B48BFA2,U,rest_3954,1
TRN-7EA18C6ED0671C81,U,rest_3954,1
TRN-7EBEDF7DCE797DFA,U,rest_3954,1
TRN-7EBF2DED6CC845BD,U,rest_3954,1
TRN-7EDCC55E624D8E37,A,initial_rl,1
TRN-7EDF9D0F4ACFA3DC,U,rest_3954,1
TRN-7EE0F3FEAEE52334,C,initial_rl,1
TRN-7EE11F8D599F47A2,U,rest_3954,1
TRN-7EE1EF604FFC8DF0,A,initial_rl,1
TRN-7EF054D6A5759AAE,C,initial_rl,1
TRN-7EF0A52DAF585A2A,A,initial_rl,1
TRN-7EFC939503731605,U,rest_3954,1
TRN-7F0221A78A754DB2,C,initial_rl,1
TRN-7F0948D122ECA64B,U,rest_3954,1
TRN-7F122D1D0E9106BF,U,rest_3954,1
TRN-7F2448554A0D1DBE,U,rest_3954,1
TRN-7F2ABCC8A6F8044F,U,rest_3954,1
TRN-7F3205801ADC4147,C,initial_rl,1
TRN-7F39B9458FAA5C32,C,initial_rl,1
TRN-7F4422A55D07FDD7,U,rest_3954,1
TRN-7F4558BB3EFF39CC,B,initial_rl,1
TRN-7F48B63A7A8DFD50,U,rest_3954,1
TRN-7F6488EED1487FB1,B,initial_rl,1
TRN-7F6B3A29963DC084,U,rest_3954,1
TRN-7F8BAE69482CC926,U,rest_3954,1
TRN-7F90DAE727711CFA,C,initial_rl,1
TRN-7F954A922F5C298B,U,rest_3954,1
TRN-7F9A8F93AC8FE022,C,initial_rl,1
TRN-7FA0485F555E432A,U,rest_3954,1
TRN-7FA33180991889F3,C,initial_rl,1
TRN-7FA5E283B16F594A,A,initial_rl,1
TRN-7FA71FAB302D71D7,U,rest_3954,1
TRN-7FA79DD43E9D9136,C,initial_rl,1
TRN-7FB1E97BAFCAB0DC,C,initial_rl,1
TRN-7FC22DA08C6F5CAD,U,rest_3954,1
TRN-7FC2656C728FE513,C,initial_rl,1
TRN-7FC7793B3CA63215,A,initial_rl,1
TRN-7FEBA6762C340A14,A,initial_rl,1
TRN-7FF55551B8E038C2,U,rest_3954,1
TRN-7FFAD27F3C141639,B,initial_rl,1
TRN-7FFF3D3FCCED158C,U,rest_3954,1
TRN-80024547E1D475DB,U,rest_3954,1
TRN-800282234C88DC19,U,rest_3954,1
TRN-8004A797C0EAE67D,C,initial_rl,1
TRN-8006FA7CF1AB635A,C,initial_rl,1
TRN-800B26326CFF18A4,U,rest_3954,1
TRN-800CE95543F496A2,U,rest_3954,1
TRN-801B4FA263180A0C,U,rest_3954,1
TRN-8029221B551BACA0,C,initial_rl,1
TRN-803FA6273F160426,A,initial_rl,1
TRN-804404378F71B286,U,rest_3954,1
TRN-80466A6E32088094,B,initial_rl,1
TRN-804DFDA455D8FB1D,U,rest_3954,1
TRN-805E88EDE714C321,U,rest_3954,1
TRN-807BE4CA3EBB8D4F,U,rest_3954,1
TRN-807ED8B1B9089981,U,rest_3954,1
TRN-80A216570B950104,C,initial_rl,1
TRN-80B0B7C2FC850153,U,rest_3954,1
TRN-80BCC076DC6E9975,U,rest_3954,1
TRN-80BDD8D275DF46FC,U,rest_3954,1
TRN-80DDE64630AA983C,U,rest_3954,1
TRN-80E87448046C5122,C,initial_rl,1
TRN-80F3BCDF8C08A510,C,initial_rl,1
TRN-80FA3AD21386CF8F,U,rest_3954,1
TRN-810CAE38D0534407,C,initial_rl,1
TRN-81152264A60ADB87,U,rest_3954,1
TRN-8119DD736A316648,U,rest_3954,1
TRN-811D6EDF35BAE55D,U,rest_3954,1
TRN-81232531F8114319,U,rest_3954,1
TRN-81253E4245DEA135,C,initial_rl,1
TRN-8129A6969514EDD6,U,rest_3954,1
TRN-8134AE8F5F0357E3,B,initial_rl,1
TRN-813664E0C8888425,U,rest_3954,1
TRN-813841836EB3FF16,U,rest_3954,1
TRN-81385E9D922ED94A,U,rest_3954,1
TRN-813A2608070E0BB3,A,initial_rl,1
TRN-8145174F87C324D0,U,rest_3954,1
TRN-8152219DBE680ACA,C,initial_rl,1
TRN-81688AEE4BC43B9F,A,initial_rl,1
TRN-8176B3E84CADF089,U,rest_3954,1
TRN-817EEB95F89D6CA1,C,initial_rl,1
TRN-81A5681F83659B32,C,initial_rl,1
TRN-81DBABF57AC6CAE5,U,rest_3954,1
TRN-81E6BFFE18CAF93B,C,initial_rl,1
TRN-81F5EECC03D4A750,U,rest_3954,1
TRN-81FCEE0EA37AF12F,U,rest_3954,1
TRN-8212018D8DCBE205,C,initial_rl,1
TRN-821C2DA29E0E8C64,C,initial_rl,1
TRN-821E566776C9874D,U,rest_3954,1
TRN-821E802C14117AE4,C,initial_rl,1
TRN-822AA1575AD64943,U,rest_3954,1
TRN-8247B659AF797D0F,U,rest_3954,1
TRN-825221912525C7B3,U,rest_3954,1
TRN-825B478F0630EE72,C,initial_rl,1
TRN-827206087B28B12D,A,initial_rl,1
TRN-82826E7AE99114EB,U,rest_3954,1
TRN-8283D4FBC158FC73,U,rest_3954,1
TRN-828C5EE64E149390,U,rest_3954,1
TRN-828C7051197CEB36,U,rest_3954,1
TRN-828CF7D80E0ADB47,C,initial_rl,1
TRN-829D151E4DC4C658,A,initial_rl,1
TRN-82C234275B1789D3,U,rest_3954,1
TRN-82C8AE0BFDBE4891,U,rest_3954,1
TRN-82CAFFC37D65A214,B,initial_rl,1
TRN-82CC73D56818DCA8,B,initial_rl,1
TRN-8301F6AF0A041F7B,C,initial_rl,1
TRN-8302631B7EAE4198,B,initial_rl,1
TRN-830414ED5E27530B,U,rest_3954,1
TRN-8315E7ECD26A8E6B,A,initial_rl,1
TRN-831936E2EE6C5570,U,rest_3954,1
TRN-8319B4E47F0237C1,U,rest_3954,1
TRN-831E67E452C7D8DB,A,initial_rl,1
TRN-832B24EC1D9601D1,U,rest_3954,1
TRN-833E6E747916A7D1,A,initial_rl,1
TRN-83481293C0A3FA96,U,rest_3954,1
TRN-834A8F40F4984A15,U,rest_3954,1
TRN-834BD5A2C1AA19A4,U,rest_3954,1
TRN-8356123CE9124356,U,rest_3954,1
TRN-8363F8C54DC9BCF4,U,rest_3954,1
TRN-8373C5E7B7D562AF,U,rest_3954,1
TRN-83994C943668BFE2,U,rest_3954,1
TRN-839FA97F3B3ADFE7,U,rest_3954,1
TRN-83A18076C7CA6DE0,C,initial_rl,1
TRN-83C1E6C074C4274E,A,initial_rl,1
TRN-83D3F7A50263E9B7,B,initial_rl,1
TRN-83D835DBC1582049,C,initial_rl,1
TRN-83DCD8F88D8918B8,U,rest_3954,1
TRN-83DEE4C587DE14ED,U,rest_3954,1
TRN-83E5E658C0A1FD0E,U,rest_3954,1
TRN-83E5EF961736983A,U,rest_3954,1
TRN-83F6E8C969FC2DD8,C,initial_rl,1
TRN-840533AF1CEB16E4,C,initial_rl,1
TRN-841B8DA2963E78CB,U,rest_3954,1
TRN-842F925B111287D4,C,initial_rl,1
TRN-8439D619C6FA4636,U,rest_3954,1
TRN-844245A893674250,U,rest_3954,1
TRN-844A45D0BC6BCB31,B,initial_rl,1
TRN-844CC10BF195C73C,U,rest_3954,1
TRN-846964C461257FC4,U,rest_3954,1
TRN-8471FDB3A943013C,U,rest_3954,1
TRN-84754BD52CBC48CF,U,rest_3954,1
TRN-8475C3E52E202D86,C,initial_rl,1
TRN-8485A87A8DF8F8CC,C,initial_rl,1
TRN-8487C9F9753D5553,U,rest_3954,1
TRN-848988B9480EE293,A,initial_rl,1
TRN-84A6AEE5277123EC,B,initial_rl,1
TRN-84A72EBFD1F72508,U,rest_3954,1
TRN-84B0484559FD6C84,U,rest_3954,1
TRN-84CF83B1C70E058D,U,rest_3954,1
TRN-84E22BFAA3BD14A6,U,rest_3954,1
TRN-85001C506D2B6E58,U,rest_3954,1
TRN-85003CE85D8524C9,U,rest_3954,1
TRN-8502549423474AEC,C,initial_rl,1
TRN-8504294A2F7FF5BE,U,rest_3954,1
TRN-85114F9E350ECD77,U,rest_3954,1
TRN-85190BD06C27EF58,U,rest_3954,1
TRN-85293217959882F7,B,initial_rl,1
TRN-852B0BD813B1CA48,B,initial_rl,1
TRN-852BA911D268CC9D,U,rest_3954,1
TRN-852D3A5456C0B0BD,C,initial_rl,1
TRN-853074DB70EE6B8C,U,rest_3954,1
TRN-85331C1A5C68EF44,U,rest_3954,1
TRN-85382D4625AFF779,B,initial_rl,1
TRN-853F6F626FD83811,U,rest_3954,1
TRN-854343D8F33528DD,U,rest_3954,1
TRN-856E03258A43192B,U,rest_3954,1
TRN-8585BC2E10CFD044,U,rest_3954,1
TRN-858CE0237FFE5387,U,rest_3954,1
TRN-8590FD3C9141BB58,A,initial_rl,1
TRN-85938A9EAEB23D26,U,rest_3954,1
TRN-85996791925DAC1A,U,rest_3954,1
TRN-85A3FFC320F211A2,U,rest_3954,1
TRN-85B50BCFBCE5ADF1,U,rest_3954,1
TRN-85B5F49A0A6456B3,B,initial_rl,1
TRN-85CB405E738AB7A7,B,initial_rl,1
TRN-85CCD2C517C009C7,U,rest_3954,1
TRN-85CFCDCD88E1B923,U,rest_3954,1
TRN-85D9F972E547C666,C,initial_rl,1
TRN-85EE11B1EA68E991,U,rest_3954,1
TRN-85EEFFE959C18909,U,rest_3954,1
TRN-85FAAA4289302BF0,U,rest_3954,1
TRN-860A84F0ED10F526,U,rest_3954,1
TRN-86103873151642ED,C,initial_rl,1
TRN-8619CB63EE758B52,U,rest_3954,1
TRN-8620E7DA59CA50CC,U,rest_3954,1
TRN-8626850CDEB66183,U,rest_3954,1
TRN-862B35FF7992B6C3,B,initial_rl,1
TRN-862B8B2DC7C00B2D,U,rest_3954,1
TRN-863F0B23200E1E47,U,rest_3954,1
TRN-86448BF6E7F9CFC8,U,rest_3954,1
TRN-864EC010BB08DF03,B,initial_rl,1
TRN-865872BB05916CCC,U,rest_3954,1
TRN-86854808D6F40BAE,A,initial_rl,1
TRN-8688BD3284C07EAD,A,initial_rl,1
TRN-868A039E9C9D7135,U,rest_3954,1
TRN-86AF9CAE4966B20D,B,initial_rl,1
TRN-86B793FB0755FFE4,C,initial_rl,1
TRN-86BB6122D256EB40,U,rest_3954,1
TRN-86C7E68F723F7CBA,U,rest_3954,1
TRN-86C92D34850A37AB,U,rest_3954,1
TRN-86D06E1236DD6D78,C,initial_rl,1
TRN-86D7379BA4F15682,U,rest_3954,1
TRN-86DD03C3FF6946C2,C,initial_rl,1
TRN-86E12948710E2280,B,initial_rl,1
TRN-86EFFCD6C6BC01B9,U,rest_3954,1
TRN-8707AF91C2081DA3,U,rest_3954,1
TRN-870D461EBEAB5EC3,U,rest_3954,1
TRN-871411FCD7AEA4D2,C,initial_rl,1
TRN-871C1A412BA6E49A,C,initial_rl,1
TRN-8722678E2C8BD539,C,initial_rl,1
TRN-87278B19AC5B330A,U,rest_3954,1
TRN-873407744AD77CE4,B,initial_rl,1
TRN-873879A83E235A82,U,rest_3954,1
TRN-873BDEA5D1B49875,U,rest_3954,1
TRN-874A77CFD858ABF9,U,rest_3954,1
TRN-87524296AAC820F7,B,initial_rl,1
TRN-8752ACAC9D87E1BB,U,rest_3954,1
TRN-8760A7BE6B809CC4,C,initial_rl,1
TRN-87771816DCB6E271,U,rest_3954,1
TRN-8777C0D3A8D2335F,C,initial_rl,1
TRN-8777F957ABA0315F,U,rest_3954,1
TRN-877AFD19E6BD046E,U,rest_3954,1
TRN-877E497938F27B72,U,rest_3954,1
TRN-87810EB74A422290,U,rest_3954,1
TRN-8782FDE5BE60C232,U,rest_3954,1
TRN-878C6D4FFFE393AD,A,initial_rl,1
TRN-878C9F65AD342A2F,C,initial_rl,1
TRN-879EB018FD9510B7,U,rest_3954,1
TRN-87A28C0C8765DC02,U,rest_3954,1
TRN-87A3E5D6224B507D,U,rest_3954,1
TRN-87A8F8952289C84D,U,rest_3954,1
TRN-87B00BEA8FBB7118,U,rest_3954,1
TRN-87B9204BDCBBDFBD,B,initial_rl,1
TRN-87BA2AE54AF153B2,C,initial_rl,1
TRN-87BFEC337185A43B,B,initial_rl,1
TRN-87C2C832FD3C4395,C,initial_rl,1
TRN-87C63AEB8FC5BDBA,C,initial_rl,1
TRN-87CB822E2FAD3C07,U,rest_3954,1
TRN-87CEFEF94C70E0A1,C,initial_rl,1
TRN-87DB733299841FF3,U,rest_3954,1
TRN-87DD6295ABE98F84,U,rest_3954,1
TRN-87F3D3FC0020D93E,U,rest_3954,1
TRN-88075FB8B2046BB0,C,initial_rl,1
TRN-880F770252345A46,U,rest_3954,1
TRN-8815925FFFAF6C7E,U,rest_3954,1
TRN-881DAD839A14830D,U,rest_3954,1
TRN-8834EAF18690CB59,U,rest_3954,1
TRN-88351D9F82EF69A2,A,initial_rl,1
TRN-883F337E3C5D837C,U,rest_3954,1
TRN-883FB95F1DFBB88D,U,rest_3954,1
TRN-8851821CED33D90B,U,rest_3954,1
TRN-8858B33E8A794A4E,U,rest_3954,1
TRN-885BFD767954BDCB,U,rest_3954,1
TRN-88639D64CF4BABA3,U,rest_3954,1
TRN-886A5CA79677100C,U,rest_3954,1
TRN-886C7748D1962FD4,U,rest_3954,1
TRN-8881AEE1162F644E,U,rest_3954,1
TRN-8889CE25B0240ACA,U,rest_3954,1
TRN-888FFC1B48FFACEF,U,rest_3954,1
TRN-88921E7EB1544426,U,rest_3954,1
TRN-88A69BE4EAE5176B,C,initial_rl,1
TRN-88AFEDA0FD3C3ACD,U,rest_3954,1
TRN-88FC2842A2F3B390,C,initial_rl,1
TRN-88FD0C9F83764CA3,C,initial_rl,1
TRN-8905BD6D7F239D6C,U,rest_3954,1
TRN-890927CAA11334E3,C,initial_rl,1
TRN-89117EFE4DC491EB,U,rest_3954,1
TRN-8911922F32946F55,U,rest_3954,1
TRN-891556682485DEA1,U,rest_3954,1
TRN-89171054E2F4225B,A,initial_rl,1
TRN-8926D51FB818DF20,C,initial_rl,1
TRN-892B85C5C3E5172C,A,initial_rl,1
TRN-893F97694E7542D5,C,initial_rl,1
TRN-894E38C95A1AEBAD,U,rest_3954,1
TRN-895B4C4580F53792,U,rest_3954,1
TRN-8966444CBA3FB872,U,rest_3954,1
TRN-896840D3D6F20A2E,U,rest_3954,1
TRN-8976C2787C0542C9,U,rest_3954,1
TRN-897EDFC8314BB843,U,rest_3954,1
TRN-898B3A3F2799C973,B,initial_rl,1
TRN-898F88EA530DEC50,U,rest_3954,1
TRN-899B5849E39C3A1E,U,rest_3954,1
TRN-899B76EAA24F29EA,A,initial_rl,1
TRN-89A2286BCA83DFBA,U,rest_3954,1
TRN-89A587266D311A9D,C,initial_rl,1
TRN-89AEF981F5BC3F00,U,rest_3954,1
TRN-89AF1A28627E5D53,U,rest_3954,1
TRN-89BF476CC91A2F8C,B,initial_rl,1
TRN-89BF729F458C5C2B,B,initial_rl,1
TRN-89C6DB7CE3C36CBD,U,rest_3954,1
TRN-89E7F6EBC49C84E5,U,rest_3954,1
TRN-89EC66C09638FCD3,U,rest_3954,1
TRN-89F54514B381B53E,C,initial_rl,1
TRN-89FE7F2EB5C555AF,U,rest_3954,1
TRN-8A0F4872D816CBA1,U,rest_3954,1
TRN-8A1A5DC42A1853A5,U,rest_3954,1
TRN-8A1EFC03A93EA8DA,U,rest_3954,1
TRN-8A36580C040EB998,U,rest_3954,1
TRN-8A3C0B283B1D01F5,U,rest_3954,1
TRN-8A3ED36D8F356022,U,rest_3954,1
TRN-8A41FCA2BEA1CB48,U,rest_3954,1
TRN-8A4F7CE7BC40C358,U,rest_3954,1
TRN-8A57F2FF5744A39A,C,initial_rl,1
TRN-8A5C600078100D27,U,rest_3954,1
TRN-8A5E66352049B7FB,C,initial_rl,1
TRN-8A70B94561570626,A,initial_rl,1
TRN-8A7C9D47E1019AF6,B,initial_rl,1
TRN-8A863DB31A804554,C,initial_rl,1
TRN-8A8B84978C0758C8,U,rest_3954,1
TRN-8A8BFD358D187CC3,C,initial_rl,1
TRN-8A905F59E376D4B6,A,initial_rl,1
TRN-8A925974C3BFB7EF,U,rest_3954,1
TRN-8A926DF72008F6FF,U,rest_3954,1
TRN-8A997DDCFCCCF2DE,U,rest_3954,1
TRN-8A9BA8F677636E80,U,rest_3954,1
TRN-8A9C9A587C7F9A24,U,rest_3954,1
TRN-8A9DC12866DC6CD7,C,initial_rl,1
TRN-8AA39EA28E36813B,U,rest_3954,1
TRN-8ABCBB37EF0149A8,C,initial_rl,1
TRN-8AF2642265C6EEFC,A,initial_rl,1
TRN-8AF6081A7F1F8F81,C,initial_rl,1
TRN-8B050158F6E61993,C,initial_rl,1
TRN-8B13F21EE531A5A4,C,initial_rl,1
TRN-8B196FE177C8473E,U,rest_3954,1
TRN-8B1B884E74413C71,U,rest_3954,1
TRN-8B4E4FFEF239508B,U,rest_3954,1
TRN-8B52CD07E89DC2E1,U,rest_3954,1
TRN-8B533E6CE50EF032,C,initial_rl,1
TRN-8B5C6425D43A9A71,U,rest_3954,1
TRN-8B650CA4DC2A8F41,U,rest_3954,1
TRN-8B6537A779ABCDB6,C,initial_rl,1
TRN-8B69FAEAAE99C46B,U,rest_3954,1
TRN-8B6DF8868B85F5D8,U,rest_3954,1
TRN-8B70C502976EDF6E,U,rest_3954,1
TRN-8B745F871187D576,C,initial_rl,1
TRN-8B78AF116D4C17C0,C,initial_rl,1
TRN-8B7949E818E516AB,U,rest_3954,1
TRN-8B79502A9E15C240,U,rest_3954,1
TRN-8B7EB1B7E8C80839,A,initial_rl,1
TRN-8B8CB1C6D4FC6716,U,rest_3954,1
TRN-8B9214124AA7ADA9,U,rest_3954,1
TRN-8BA4FBD7F0CCB26F,B,initial_rl,1
TRN-8BAB9B6C5A6AEBB1,U,rest_3954,1
TRN-8BACDFFD7B1D2D33,C,initial_rl,1
TRN-8BB187365E5410EE,C,initial_rl,1
TRN-8BC67D48BBB059E0,C,initial_rl,1
TRN-8BCC45D2DE99A72C,U,rest_3954,1
TRN-8BD144F317593C02,U,rest_3954,1
TRN-8BD2FBE0DE42A4A8,U,rest_3954,1
TRN-8BD34F158F86A5D2,U,rest_3954,1
TRN-8BED22A8A8E746C1,U,rest_3954,1
TRN-8C041B30C7470840,U,rest_3954,1
TRN-8C0726A63B7B7C11,C,initial_rl,1
TRN-8C072B70C57398F0,U,rest_3954,1
TRN-8C0AA2A84AB8BA19,U,rest_3954,1
TRN-8C0AD1EEBF3FAE2A,U,rest_3954,1
TRN-8C1423CD6EDB2BD6,U,rest_3954,1
TRN-8C14ABD94D812043,C,initial_rl,1
TRN-8C1C7B9D9CF25DE8,C,initial_rl,1
TRN-8C1E22CF514356E0,C,initial_rl,1
TRN-8C2101909EE8FB9D,U,rest_3954,1
TRN-8C230E48B112C7FC,U,rest_3954,1
TRN-8C267E6EFD94A08F,B,initial_rl,1
TRN-8C336A8F29BE7D86,A,initial_rl,1
TRN-8C34448346D0A9C2,U,rest_3954,1
TRN-8C4415904EFB1ECD,C,initial_rl,1
TRN-8C65C481485EF946,U,rest_3954,1
TRN-8C7BA884BD8A81B4,C,initial_rl,1
TRN-8C810D35830AB7CD,A,initial_rl,1
TRN-8C8B795AD04EEE30,C,initial_rl,1
TRN-8C9310EE122D4979,U,rest_3954,1
TRN-8C96DDE02E0CCFC7,U,rest_3954,1
TRN-8C9CA45609F69571,U,rest_3954,1
TRN-8CA2FD92D92C509C,B,initial_rl,1
TRN-8CA4CC3C9E64B6D7,U,rest_3954,1
TRN-8CA70C3AB6C91C83,U,rest_3954,1
TRN-8CA7B3571D03BB05,U,rest_3954,1
TRN-8CABA854A32011EF,C,initial_rl,1
TRN-8CC94D9E2988931E,U,rest_3954,1
TRN-8CD2F6AF1061A5A7,U,rest_3954,1
TRN-8CDFBAD7B0C94F62,C,initial_rl,1
TRN-8CEAF8FA81D44417,A,initial_rl,1
TRN-8CFC771331E7362A,U,rest_3954,1
TRN-8D039F56C9D5B57C,A,initial_rl,1
TRN-8D0A9D563B191D98,U,rest_3954,1
TRN-8D0D5CEDD9E58F9D,C,initial_rl,1
TRN-8D1B090BDEB024BE,U,rest_3954,1
TRN-8D2D07464B057BED,U,rest_3954,1
TRN-8D2D6767C472B0CF,U,rest_3954,1
TRN-8D339E5E771512D0,U,rest_3954,1
TRN-8D3A84E1D529D96E,U,rest_3954,1
TRN-8D3D1BCCDC1FC170,U,rest_3954,1
TRN-8D46B580026E2502,C,initial_rl,1
TRN-8D4F3395B2E9C499,C,initial_rl,1
TRN-8D50885B61C95E7F,C,initial_rl,1
TRN-8D51F78761EBB57E,U,rest_3954,1
TRN-8D532AF6743D92DC,U,rest_3954,1
TRN-8D5A1627E951F667,U,rest_3954,1
TRN-8D61EF233C42A606,U,rest_3954,1
TRN-8D66E5A3C5BD0001,U,rest_3954,1
TRN-8D7A04200A548177,C,initial_rl,1
TRN-8D813CFD9B04FE21,C,initial_rl,1
TRN-8D8A4B48AEC91518,U,rest_3954,1
TRN-8DA4D766B403CDF9,C,initial_rl,1
TRN-8DAFA81AA38591E4,C,initial_rl,1
TRN-8DB2888E491063D1,C,initial_rl,1
TRN-8DCCF1D70EC77F3D,C,initial_rl,1
TRN-8DDC114C774173DA,U,rest_3954,1
TRN-8DDD1D5026D05AF0,U,rest_3954,1
TRN-8DE60AA445B9DCEB,A,initial_rl,1
TRN-8DEDA2C05514157E,U,rest_3954,1
TRN-8DEE5DB2AF01B873,U,rest_3954,1
TRN-8DEF6EB55D7FA904,C,initial_rl,1
TRN-8DF04B4A919BF986,U,rest_3954,1
TRN-8DF07E19C05A8F28,C,initial_rl,1
TRN-8DF0CBD5C44DF06B,A,initial_rl,1
TRN-8DFA24A0B47A8997,U,rest_3954,1
TRN-8E099ED7609BE9BB,C,initial_rl,1
TRN-8E0C383CE692294B,A,initial_rl,1
TRN-8E1C302E9B2977A9,U,rest_3954,1
TRN-8E1FFCC83DD32A50,U,rest_3954,1
TRN-8E209D9C5F28D2F4,C,initial_rl,1
TRN-8E27C613DB483F36,C,initial_rl,1
TRN-8E29550881D16AB7,A,initial_rl,1
TRN-8E5230ADA844A4FF,C,initial_rl,1
TRN-8E57C04264FDAC46,U,rest_3954,1
TRN-8E5890E6B1196111,C,initial_rl,1
TRN-8E623134B6CB333E,U,rest_3954,1
TRN-8E6DD1D537015FE3,C,initial_rl,1
TRN-8E725FED4A5FBB35,C,initial_rl,1
TRN-8E77BDC86F069893,U,rest_3954,1
TRN-8E7BECCE7CB3FA58,U,rest_3954,1
TRN-8E935916079B4A3E,B,initial_rl,1
TRN-8E9F723CF5E86570,C,initial_rl,1
TRN-8EA77BEE6012BE03,U,rest_3954,1
TRN-8EB37A5DDC37753C,U,rest_3954,1
TRN-8EB7FC43FCBFD29E,C,initial_rl,1
TRN-8EC0B3EE2C9FAFBF,U,rest_3954,1
TRN-8ECA0FA35F41B2C9,C,initial_rl,1
TRN-8ECA9505885B8806,C,initial_rl,1
TRN-8ECB3FB9A292CBA0,U,rest_3954,1
TRN-8EE19607A12FC24C,A,initial_rl,1
TRN-8EF70C1F11E4F85C,U,rest_3954,1
TRN-8EF81716A855E336,C,initial_rl,1
TRN-8F00C9944A9AA93C,C,initial_rl,1
