mopd_record_id,manifest_position,anon_instance_id,source_record_id,teacher_category,upsample_occurrence
MOPD-D46F9B2B4ED53073,2459,TRN-ABB08771E5191F1B,REC-7BC7EB8FB3B2DBAE,B,2
MOPD-817F59EAE126F404,2460,TRN-4F5F8DA34F88E38F,REC-174704449AEB3E6B,C,1
MOPD-09C48D3794298577,2461,TRN-C23A91119B19DA98,REC-082B7BE9027B9B36,C,1
MOPD-0FB8D6F5594D20F0,2462,TRN-DCC30C7598C4210C,REC-2A8816712B60B6F7,C,1
MOPD-0FF063E16E92A271,2463,TRN-3FC66525F2E45E78,REC-892748D46CF1BC45,C,1
MOPD-74CF0188C4A6892C,2464,TRN-935E5771F1222055,REC-9643D449466B645D,A,2
MOPD-6B0EB0ACDB9CDB0D,2465,TRN-5084412AFECC2D65,REC-75E6C61273AE2C06,A,1
MOPD-987BF298B17B7472,2466,TRN-51063D8B35947FC5,REC-47B034F30DF35D32,A,3
MOPD-FFB37A88C6FCEAC4,2467,TRN-95BEF1A5B2F331EC,REC-697009C896304BB7,C,1
MOPD-9F2C78758D0920B4,2468,TRN-AD181662F65165D2,REC-64AFFC07FCAC9C80,C,1
MOPD-C99F982F10D3169A,2469,TRN-38D56EA721DB7E94,REC-83B5086E8B1BDB77,B,2
MOPD-F05E70905EB5ACC5,2470,TRN-E6E795F36D1B07F1,REC-F8BEDE26C12808D1,B,3
MOPD-0952286EAB1E0590,2471,TRN-076AEE618353605C,REC-6ACD3BF77E891143,C,1
MOPD-51D334553C2E4121,2472,TRN-DC128B772041F1F8,REC-67059C09C281BD43,A,2
MOPD-F6B4C7F27849894E,2473,TRN-25F5E2DDA1371AA2,REC-72497E932A6E2536,A,2
MOPD-B8D5A4B424C6A8E1,2474,TRN-0FDB9C7E9FEFF192,REC-CFE1F8EE6E85BACC,B,2
MOPD-5D6F09739676F653,2475,TRN-155E76DFA395F72C,REC-DA9310FA4A1E1F48,C,1
MOPD-91989B7056B0E248,2476,TRN-106E2DD044E0F28A,REC-ED0C743F9B72EA22,B,2
MOPD-4B843A7E0E649EF1,2477,TRN-1093295C1D194649,REC-C92CD3575A765E96,B,3
MOPD-5A22ACCBA25D2AA6,2478,TRN-DECF8EB42319431E,REC-2DD6B26D99512182,B,2
MOPD-120BB1B5907E1E08,2479,TRN-76FD977C9F2A8781,REC-326287F21BCF1395,B,2
MOPD-E3F24F6A58D5A8C0,2480,TRN-58EE240D5E297FBB,REC-B5A3A8618E90BD7D,C,1
MOPD-30A985587D9201EF,2481,TRN-ACAEF9146825296B,REC-000DCAA90B37430F,C,1
MOPD-B50B97EFC088FC32,2482,TRN-DEE431459A7CF7FE,REC-136E0D7B6FF64E34,A,2
MOPD-F3E0C305B88D6B08,2483,TRN-871C1A412BA6E49A,REC-934830C4242E5689,C,1
MOPD-F338AE97100A65C3,2484,TRN-8C810D35830AB7CD,REC-5060758ACABD4DFB,A,1
MOPD-E35A5DE35F81FFAB,2485,TRN-432B705558387E2E,REC-553434C4920F115A,C,1
MOPD-F66BC16CDAF03991,2486,TRN-2DB3E560A59A9C60,REC-778946198A0C49F3,B,3
MOPD-2F43E20C8B43C3AA,2487,TRN-275E15B41BF210B0,REC-E437CA38E332D2EF,C,1
MOPD-2CE74242C036853A,2488,TRN-7C9682D87D25FC2A,REC-4CC0ACC9D35A5FB4,B,3
MOPD-98D340694716A883,2489,TRN-61EA73522A12B00F,REC-170A31BF81A30DEA,B,1
MOPD-DD9A665621175015,2490,TRN-F71B53157A76815A,REC-94E0346B2F34A0A0,B,2
MOPD-558536C2F69381C8,2491,TRN-34E2B6DBDB7FF9E3,REC-FC0C902312EB8FB2,B,2
MOPD-F665DF5BF6CD5538,2492,TRN-3E321FEF84B14FB9,REC-DFE25F68D51AE9E4,B,3
MOPD-557BDBB8C02FD117,2493,TRN-40D21FE28233A007,REC-C3CAA798AC6D69B1,C,1
MOPD-971796C1EA6AF64C,2494,TRN-015CF12182869E6B,REC-82DFF7077F7A0E68,A,2
MOPD-90B2E588C3FB070E,2495,TRN-E308DEACE261C6B4,REC-B44B6DE23251A1B2,A,1
MOPD-F38DB4D4FDBCBBCC,2496,TRN-76219B3958694835,REC-744168566E3E61DC,B,3
MOPD-030E475FAB086607,2497,TRN-061D5FA69CECE1E3,REC-262FE3B87B21EAEE,C,1
MOPD-AEF47A5A3986C68B,2498,TRN-943B1F66C91CA52A,REC-A81F54F00A498E07,C,1
MOPD-384A011EC3BDC8C5,2499,TRN-E4C6B1795B6FF1CE,REC-6DF43B85F099E4FE,C,1
MOPD-66125E0485CB145E,2500,TRN-6AAE84984D6EF2CE,REC-AC2FEDBD611FAF54,A,2
MOPD-F3920CB9D4D658C2,2501,TRN-559E8AA3ABEF0B47,REC-B51A887615B8C1A2,C,1
MOPD-35FD8BD01B5D9A4B,2502,TRN-FF160CE291A8AC2F,REC-C816474BFA4B2538,C,1
MOPD-3A9696F61472FBDA,2503,TRN-EE2E0B9F711C0F9C,REC-04882E6F7F2C446E,C,1
MOPD-D53CCF36E6A4166B,2504,TRN-35EEB80E4314EDD2,REC-2A5580B2FFFC0F66,B,3
MOPD-780B048C497F03C4,2505,TRN-029E94667FBE2EB2,REC-044136F4976F25E4,C,1
MOPD-ACB8AE3A0FCBA70C,2506,TRN-36D55BB367522E3A,REC-679115FD9F42D5C0,A,2
MOPD-856015E5DEF28FCF,2507,TRN-9F57DF48690C3B54,REC-4DF72A688C14DEEB,C,1
MOPD-2BC4470F5FACDBF1,2508,TRN-6115E0FF3FDF6633,REC-4C388BD7307EFD6B,C,1
MOPD-DA85A9E20698FAF9,2509,TRN-77C9C106AB368809,REC-AB0E1417E33A95CF,A,3
MOPD-07B7B3F54CB59435,2510,TRN-7052508BA7494BD8,REC-75C481E116168ACE,C,1
MOPD-8D2524932EE22CD8,2511,TRN-47362936D9C0D766,REC-6477CD533D1205D2,B,2
MOPD-5FC638766DBD923D,2512,TRN-DF3540CA58F66E72,REC-A6880C4175486B3D,C,1
MOPD-36A1A56B15F572B7,2513,TRN-CEB0F66CC9EA5948,REC-29FCC1431B583948,A,1
MOPD-62FCB74265F4D189,2514,TRN-67B48930DEC4743D,REC-2F323474FD0A1E10,B,1
MOPD-528DBEE525690194,2515,TRN-FEBB480E052D6982,REC-2C2F5A06708EE33F,A,3
MOPD-BD0C499FA797D5C5,2516,TRN-8D7A04200A548177,REC-76E70FC0F66CBCBF,C,1
MOPD-32A2C0A769007035,2517,TRN-0BB012A2579CB880,REC-3BAB5173CEA20C6E,B,1
MOPD-1096E76D5383F68C,2518,TRN-1877FD3E1F4047B1,REC-5FABF737DB1C970B,A,1
MOPD-D50B3958868D66EC,2519,TRN-CD97A276640BFF71,REC-E048AF3CFAB4A21C,A,2
MOPD-44D3672576BDFE69,2520,TRN-62A8B2393EBE5D1C,REC-2DD11F0DB154132B,B,3
MOPD-D147113C0225B372,2521,TRN-57F473042C32D353,REC-514A71E1EC5ED538,B,1
MOPD-07EE1DE8A605E8E6,2522,TRN-4AA64EDCFA385B90,REC-F0A6F0EE8A2AEFF3,C,1
MOPD-BA69812F57F152E0,2523,TRN-EE649843EDB1F4FD,REC-6A4AED06AE746A29,B,2
MOPD-9912F52F1A82B4C5,2524,TRN-717E867AEE862E54,REC-34551F186CAB70B5,C,1
MOPD-794C2F3299CE4C29,2525,TRN-3F14051A4E27F4D9,REC-8DA210383EC32A5E,B,1
MOPD-1761CFC2F6E90209,2526,TRN-A84041E7BEE2AAD6,REC-419CA737B9F7ABD3,B,2
MOPD-2EFE6546B6FFB972,2527,TRN-2A828B33494B51FF,REC-044185F7C5436C14,C,1
MOPD-28EA11BBEB5AEAB3,2528,TRN-032E3A6D0AE42E57,REC-E8E023BC608D87C6,B,3
MOPD-D818E31B698F3AE3,2529,TRN-1EA82C3595530FE2,REC-C2DF0A4D8162F9EE,C,1
MOPD-065B133478CDA07A,2530,TRN-B9E4FEA4AD7ACF54,REC-593680C6319295A7,B,1
MOPD-C297B07735E615AC,2531,TRN-23AD702003B5AAA2,REC-A9232E6456F71903,A,1
MOPD-1DA3B30C5E25C392,2532,TRN-C2AB35C7AA262308,REC-C396A13EB5B5B68F,A,2
MOPD-DF9F34752E844FD8,2533,TRN-B77FDC44695D1DF8,REC-9823BAE5A2921393,C,1
MOPD-25E47A21C032B6B5,2534,TRN-0ABB44EB410F9BE4,REC-EB3D079CB92388DF,B,1
MOPD-C88ACAA56FC2920F,2535,TRN-9B336C22711040ED,REC-397705B728ABE7EF,B,2
MOPD-D47B0F6DBEC4B3F2,2536,TRN-7EF0A52DAF585A2A,REC-533A9475347D770C,A,2
MOPD-5744D81E2112E16F,2537,TRN-D91FAD1F2722DEC9,REC-02C83462C0BCCA26,A,2
MOPD-1CD3AD5C36A5D154,2538,TRN-E491890534486ED4,REC-C87B50A897131BBC,B,2
MOPD-73D5E8AF88142AE6,2539,TRN-4773EEC432B4687C,REC-37D1E55B3CD048B2,B,3
MOPD-CC7A1DA4A0BB9891,2540,TRN-B39F95CE2A649CFB,REC-9D408C7250516E2A,A,1
MOPD-2B030138DEB7522C,2541,TRN-B3C0998495D73FAD,REC-F52BD04A04E26494,B,2
MOPD-CC14F71BDCE80DDA,2542,TRN-4B62538C9A471848,REC-B18A39095E312BAD,B,2
MOPD-591CDAC7D76F7389,2543,TRN-2245F5479ADFF48A,REC-7AD200151E1933DC,B,2
MOPD-0304E736EB4BCA8D,2544,TRN-C00F0822059A199A,REC-7B678E21CE59351C,C,1
MOPD-F11A8405B91F4FEE,2545,TRN-D925116BEA4A48AA,REC-1B291DE60B8947AE,C,1
MOPD-F4AFD083A165214A,2546,TRN-106E2DD044E0F28A,REC-ED0C743F9B72EA22,B,3
MOPD-8987C7BDC1F76B9A,2547,TRN-7AEACB89647C8809,REC-B3027AF78DBA51E8,B,3
MOPD-EE9CB4861156D661,2548,TRN-3BBA5FA62E9324DB,REC-0A7FF06485F68A0A,A,3
MOPD-F9668632AC8D4C95,2549,TRN-A28D3BDAC9B3F528,REC-B17F6E85C280EDB1,B,1
MOPD-AF1F293A3D025598,2550,TRN-8C336A8F29BE7D86,REC-319CCAEF9D99237F,A,3
MOPD-63E853DA228A87E3,2551,TRN-84A6AEE5277123EC,REC-BCBD05DD0F9F2574,B,2
MOPD-5E74D0557E3216C8,2552,TRN-5B9A9A328E8CBDA8,REC-D537B72E1D0B2AAC,A,3
MOPD-15E09A8A9858DA26,2553,TRN-D395ECAA98A138D0,REC-9FCE05E15C5C7659,C,1
MOPD-BCB7383CF3EA22D8,2554,TRN-4624F7E540366C47,REC-81D564F5CC393011,A,2
MOPD-36BD5896A4668734,2555,TRN-22285F9A1370AA6C,REC-10351B6685548194,C,1
MOPD-47A52E445044EEAD,2556,TRN-63E8E0866B1752FA,REC-1B8B4641B7F73630,B,2
MOPD-47DBA7DFBC0CAAD6,2557,TRN-98BD598E60EA77DF,REC-E249177FE37808AE,A,3
MOPD-4BC920D01ADF0878,2558,TRN-55BD463FE04F95E5,REC-FA8203C52BE2D9BA,A,2
MOPD-8CE64C667E3D930E,2559,TRN-34D9B1E0CE8AA379,REC-E7ADD4D8FCD4FB8F,A,2
MOPD-BEECF7C46F3C6808,2560,TRN-0DEFACB9D437EC5E,REC-9596FBF90FAB4389,B,3
MOPD-4A801FF728ABE199,2561,TRN-65FE073EEA0154AE,REC-7D911E5CDB13583B,A,1
MOPD-AAA9AC0B00EC25EC,2562,TRN-53DAADA337576F8A,REC-E90AAEB28441FD5F,C,1
MOPD-9C14C9D333A762BB,2563,TRN-94FE2A7968D57BDC,REC-A4801D17CD4F7D1A,C,1
MOPD-A287513C156D5CD6,2564,TRN-5670A5044A648692,REC-757B31DD6E00F60A,A,3
MOPD-2A6CDF5A5FF23CAC,2565,TRN-C198C1D919ABFE48,REC-E205BBB174B3CAA5,B,1
MOPD-345BE121A48FDE7A,2566,TRN-67B48930DEC4743D,REC-2F323474FD0A1E10,B,2
MOPD-D3C2E2AB6C918FD4,2567,TRN-F4A942D7F8BC5EDA,REC-8ACE56E703AA3429,A,2
MOPD-2AD41DB0A95C5F0A,2568,TRN-C8506A8419A46E8A,REC-3038D93CAE312D14,B,1
MOPD-712CAFFFCEA95220,2569,TRN-0186A33E9984F437,REC-9D4F2BEF3D9A9826,A,3
MOPD-F5FA757159173CCB,2570,TRN-FEF86EDC3BFC696B,REC-B3B464881AD02B5E,C,1
MOPD-6AE12D59A6E787FD,2571,TRN-EFB731837AE10FDE,REC-1D00E650DCA7046F,A,2
MOPD-F4BF78701A654E1A,2572,TRN-87C63AEB8FC5BDBA,REC-CE2E8824B0531DC6,C,1
MOPD-71620319A4C1A75E,2573,TRN-29D8AFC7AD64EADE,REC-5B3ACDF10258505F,C,1
MOPD-6FF23F60A821BF82,2574,TRN-736CBEB8BF921E9D,REC-8A6CB40A7B3702B4,C,1
MOPD-6BB75ACB4D90D8CE,2575,TRN-968153092A21D6BD,REC-2EDEF77BC5545C60,B,2
MOPD-FC2683DED05A9BBF,2576,TRN-3F883D1FE2AA1823,REC-1781FC44115D9312,A,2
MOPD-BA94D500A81466EA,2577,TRN-D70C1FC1E0F6CE53,REC-FCB642ECFB7A8FD4,C,1
MOPD-11EF0F63EE3773EE,2578,TRN-57B858F2EB5D4998,REC-A1F75E3D4A4E3634,C,1
MOPD-B98671E90DDA28ED,2579,TRN-F961B4B7CB1EC760,REC-DC49EB7974D053A2,A,1
MOPD-028ED93BB7A65DC3,2580,TRN-7AEACB89647C8809,REC-B3027AF78DBA51E8,B,4
MOPD-D6247DB9A5B7F351,2581,TRN-8302631B7EAE4198,REC-1019A7D5FD78FF72,B,2
MOPD-04106AAAE315BFAE,2582,TRN-158F46491727C007,REC-5D6C11A773F3AB6F,B,2
MOPD-E90F0416348F968A,2583,TRN-E7D8348220874151,REC-F5128134D3FCAFBB,B,2
MOPD-CBAE32E75766F5C0,2584,TRN-827206087B28B12D,REC-279860D6091E569C,A,2
MOPD-EA8C96B9D525CF7C,2585,TRN-86AF9CAE4966B20D,REC-04C132C3E6BE4C23,B,4
MOPD-522F572D6D9155BB,2586,TRN-DD5FA49651CD1218,REC-7BA1EA77E9BD155A,A,2
MOPD-A441ECDDED2398C4,2587,TRN-E4CB5B9E9FD768B2,REC-313FE9F89D5C78C1,A,2
MOPD-A2D0C08B7DBF9B1A,2588,TRN-8DE60AA445B9DCEB,REC-7B3F999F6442FCF7,A,1
MOPD-FC016A898C97D7B8,2589,TRN-898B3A3F2799C973,REC-C0679EA997F2FD60,B,1
MOPD-F1444BD6DD2B0952,2590,TRN-C05DBE3E893AB018,REC-9E738F818F446090,A,2
MOPD-D4525CB6D421A6E2,2591,TRN-A7B5799C89F3FFCF,REC-6A7CCF23F1B24C5B,B,3
MOPD-D26063BA3F8C367D,2592,TRN-898B3A3F2799C973,REC-C0679EA997F2FD60,B,2
MOPD-AFF2C6EF6074FCA6,2593,TRN-38B7A8ED83D2743F,REC-0E1CAE64A729556F,C,1
MOPD-9AB09133248058A7,2594,TRN-3623EF94F1EDC173,REC-4E6F149708B3EDEA,A,2
MOPD-7807DC64B9A9CCED,2595,TRN-07CF84199DD2A4B8,REC-800766FD61F6A95C,A,2
MOPD-96432C009313C6CD,2596,TRN-5516A1CE332C0080,REC-E225827128EEB3CF,A,2
MOPD-5D5D1A6D87DB014C,2597,TRN-FDCD042979AF6E13,REC-9C34C4A290704B44,C,1
MOPD-588D3CE8536CEB25,2598,TRN-77B6A591B0A4DFC2,REC-729DC7288129EAFE,B,3
MOPD-A86954E1255C5034,2599,TRN-8302631B7EAE4198,REC-1019A7D5FD78FF72,B,3
MOPD-263C77D70944D5E1,2600,TRN-EFB401CA92608636,REC-E3997559FBD54A6E,C,1
MOPD-BFD1EE0AF3B2E94B,2601,TRN-A404227044A094A7,REC-B585362D9B46BEEE,C,1
MOPD-33974335CBCFF39B,2602,TRN-F76973E2146F00EA,REC-807927647C96499E,A,2
MOPD-CB15EFC0A1595BC8,2603,TRN-7C9682D87D25FC2A,REC-4CC0ACC9D35A5FB4,B,4
MOPD-D85616B8535D5378,2604,TRN-EDACB2C20270D69E,REC-4B655AE287947468,A,2
MOPD-4C20CE5FDA239CFE,2605,TRN-F15617BF40FA6D60,REC-6E6A7EF61635F3BF,C,1
MOPD-1C7D181E95F814EF,2606,TRN-126D85ACA7B9C9CD,REC-822C34C24B578B58,C,1
MOPD-40BEBACC543CF8E3,2607,TRN-73E30CA3EA506D6A,REC-A81810D585703DCA,B,2
MOPD-2479A913D604C9AB,2608,TRN-F5DCD344F1E85BEC,REC-C322B7A30FCF5F1C,C,1
MOPD-B68B8B2A7261CCDA,2609,TRN-9F29533D73EE53B0,REC-2257260434BF2FB6,B,2
MOPD-A31549A33414CC61,2610,TRN-27602C9A121C0363,REC-08B9963088137868,C,1
MOPD-22D2D376B744008B,2611,TRN-D78F673429DFCBF0,REC-0E1EC779B1C7C65C,B,2
MOPD-ECDC2F0712692D0C,2612,TRN-C94EB920C213DC55,REC-9997C372DE7C891F,A,3
MOPD-9E0FC1E12408E332,2613,TRN-06118FA13DEB2FC4,REC-FB65F923A0FC46E4,B,3
MOPD-CE3DF1E3A2E03D15,2614,TRN-38D56EA721DB7E94,REC-83B5086E8B1BDB77,B,3
MOPD-25C64973994529D8,2615,TRN-36D55BB367522E3A,REC-679115FD9F42D5C0,A,3
MOPD-C53ACE29D70FFD61,2616,TRN-9F225FFFA5440443,REC-81AC3CF71A93910A,C,1
MOPD-6D76E2C89F18F6D2,2617,TRN-E109061DD1715EA0,REC-7F8A7197A7F98E22,B,2
MOPD-B16FF02C30F5B98A,2618,TRN-60E746B3EE44B65F,REC-001A0F1410CF3EF4,C,1
MOPD-6D70669FC321A499,2619,TRN-4A733FDD63CF8548,REC-A346C2C06794D62C,A,1
MOPD-385CB86005FA6145,2620,TRN-36EFD3C5F011A8CC,REC-8D301FA804AE9D4D,A,3
MOPD-7D19C104B503D914,2621,TRN-9DF627A03FC7AFE9,REC-A4F8A9716D714D53,A,2
MOPD-B3A9CA5A6CD6952C,2622,TRN-817EEB95F89D6CA1,REC-BC3726A174ACD977,C,1
MOPD-6E20375B9AFC6987,2623,TRN-F1F86DA2F4561C7F,REC-A6909BF84AA36BF1,B,2
MOPD-98B733BB8B54BC75,2624,TRN-83C1E6C074C4274E,REC-937F63EE211CD15A,A,2
MOPD-5F79F4D2CC916F60,2625,TRN-3B81147E4D5FC3A3,REC-7BD353DAD8E91463,A,1
MOPD-240B935484F81DFF,2626,TRN-3233AE284686843A,REC-F2085020E96159C9,C,1
MOPD-64775A2D376C8CCD,2627,TRN-2A003099702131DC,REC-687F2F63492E2DAB,A,2
MOPD-660D4DCBD4F3C7E6,2628,TRN-FD2A9D7375AE203F,REC-575C9BE3F9E1ABF5,B,1
MOPD-F07E2F40D319EFF6,2629,TRN-2629B62C244D6FB5,REC-D4195C61F2F1526A,B,1
MOPD-3A0EF31E93320D85,2630,TRN-C23C76E9E8BD4010,REC-26A563C66FC33A5E,C,1
MOPD-3A677CA9E173E4A7,2631,TRN-8DAFA81AA38591E4,REC-6A963F5B5F1F50AD,C,1
MOPD-130A4924267B874F,2632,TRN-D52167C86E4EA39E,REC-A70FD94BEC605B0F,C,1
MOPD-36824BECF91AE236,2633,TRN-999E8990B5CA3454,REC-2B8155AA4F0000D0,C,1
MOPD-3AA01CEE67FA3D69,2634,TRN-A84041E7BEE2AAD6,REC-419CA737B9F7ABD3,B,3
MOPD-6ACAF1C6A105C065,2635,TRN-6485CB17F711D26F,REC-E5BC2C9B6E43ABCA,A,2
MOPD-9D532B7BC90065F2,2636,TRN-CC9A2D378D6A85E2,REC-25B3A6F24DA72060,A,1
MOPD-4923212E583EA8B4,2637,TRN-B52859AA92B16B65,REC-24C31A763390A186,A,1
MOPD-9BD6ACF81534CA14,2638,TRN-966122929FD8624E,REC-D175C739F7E9FF39,A,2
MOPD-C702EDF26C4AA99A,2639,TRN-7C67C108BC68B339,REC-B5DA799798BDD8D4,B,3
MOPD-120D0DB0CE1689AF,2640,TRN-E72CD865D680AEEF,REC-DD522CCCED2CF338,C,1
MOPD-B47E7261F8745A2F,2641,TRN-16314D2BBFBE8CEC,REC-176489F4FFD6DCC3,C,1
MOPD-37312E7F338AAD9A,2642,TRN-582B84FF371DD36D,REC-E030FA221B63CB7A,A,1
MOPD-03EC6E0B75832219,2643,TRN-075B647775B7FBA0,REC-7102761E9BCD88DE,C,1
MOPD-4C15AAD07A07E56F,2644,TRN-A43B5A54BED55559,REC-7DEE9ABF29F2012D,A,3
MOPD-409236CA3066E745,2645,TRN-931627702190EF3D,REC-84084E6533228E7F,C,1
MOPD-5BA768B5EC0D2524,2646,TRN-1017D1840E8B652E,REC-915181B2AE77C0B9,C,1
MOPD-0176E2C3EF90697D,2647,TRN-EE4F3C8253205156,REC-CADF5A0F33DC649C,A,2
MOPD-56CA08B3C0061D22,2648,TRN-E1F80584C8344F29,REC-8BA8685D6B158552,C,1
MOPD-C18CE2E874FA53F1,2649,TRN-F50F2E0302E6578C,REC-5DBD2DB938FE127A,B,2
MOPD-BA15312F48DE473B,2650,TRN-7F3205801ADC4147,REC-01B88AEE4850729F,C,1
MOPD-7A1E59D4E41C9B87,2651,TRN-309DEA73A7BEF2EA,REC-B3FC41B5F15CC86B,B,2
MOPD-EAACE312B0FBBB73,2652,TRN-969D61CCA83856EB,REC-5BBBBAF81CCB183C,A,3
MOPD-E7EA2253AB3EBB6A,2653,TRN-D4F4B090126AB7C6,REC-8C4BA5952B374914,A,2
MOPD-B1208D7534E14BE8,2654,TRN-68D62F6467571EC5,REC-90DCFC7628727C79,C,1
MOPD-FE4E1FF17624D4FC,2655,TRN-102247B14BD0505B,REC-5CF9FF918A665C1F,B,1
MOPD-68676A49C3FA500C,2656,TRN-1DD9FA8E431F4928,REC-5B1FB1DCAFC187C5,B,2
MOPD-D70A59207373D08A,2657,TRN-578402F47517531E,REC-62A23C03FB5C4E29,C,1
MOPD-8D65FDC7247D3957,2658,TRN-AA1E634CD4B525D5,REC-D70A520ED940A3A3,B,1
MOPD-EC11102C03230C3B,2659,TRN-7C6FDB6631101BFA,REC-4A70EBFB54821365,B,2
MOPD-0FBB38BF3F2DBDBF,2660,TRN-281D48D1DB819EDB,REC-BCF29FDD050AB660,A,3
MOPD-AC5277367705C418,2661,TRN-FA8D3C659766CD0A,REC-E82F2CC1B39F5E57,C,1
MOPD-FBEB35C833A14B4A,2662,TRN-F42471CD3F5E176D,REC-D4AB65032B787E08,C,1
MOPD-EBE7DC4683C8C106,2663,TRN-CB630BE84CD67CD0,REC-2021A426026BDE23,B,2
MOPD-8594D1D8BCE42AC9,2664,TRN-0205DD004932A1B8,REC-43F9A8111065D035,A,1
MOPD-A673269944CA4EE6,2665,TRN-A26A46BBD9D2BCDA,REC-D6DA61DEAF6CA02A,A,1
MOPD-646F3F3E5E630110,2666,TRN-043D6AAE0345E974,REC-3A05C5015F0779EF,B,1
MOPD-AD3CD730D3B6EDDD,2667,TRN-A9D4E37A951B21EA,REC-BFABE83D22023BE3,C,1
MOPD-02DEDA9A6E28598C,2668,TRN-3AA7A668E741C859,REC-E7BEA4012E1CA4A0,B,2
MOPD-0688E51992E72A7B,2669,TRN-5B3A27630E24FCFF,REC-4C744AB17C49E968,A,2
MOPD-80CAE6EA252CA87B,2670,TRN-03FA34A9FF48943E,REC-0E3AB721BDA97AB8,A,3
MOPD-02465237ABEBD50E,2671,TRN-B3C0998495D73FAD,REC-F52BD04A04E26494,B,3
MOPD-87E655BFFE0CA7EA,2672,TRN-B084A02FD770CE65,REC-E1601027CFCAE209,B,3
MOPD-3940572C4D9555DE,2673,TRN-6E936E958CE308DB,REC-331A48E6D98B7861,C,1
MOPD-D74C3759D21E04E6,2674,TRN-1E48B1DE996A67BB,REC-262C4BD57235E815,B,2
MOPD-6A802759602361C1,2675,TRN-F12BBF24209C7A38,REC-5EC6CB03BAA40E4E,C,1
MOPD-FAAFF8FCCDD839AB,2676,TRN-2B7FA6C19C6F842E,REC-710C98BF93595001,C,1
MOPD-909FFD189FF9D61F,2677,TRN-6E473343F60FC68D,REC-DDAB5AA19924ABE8,C,1
MOPD-C6EC202E71C55712,2678,TRN-BFE204B1151CA750,REC-37A129A25DD2BD5B,A,1
MOPD-ACE1C00F4A737F0B,2679,TRN-E5BBCAED2FD5E445,REC-ED34DF16270B3AEF,C,1
MOPD-F995937E62B3255C,2680,TRN-ADDC2AEC706A6639,REC-09752896497D2D64,B,1
MOPD-D606266F583C729D,2681,TRN-D3507510FE3A6BBE,REC-BF4DCBA4E86FA8A8,A,2
MOPD-F34249D7FEFC2EB5,2682,TRN-BC608398A499E9A6,REC-3043F0880FC9D4F4,C,1
MOPD-BEBC9D667CB070A2,2683,TRN-60B4DD41D268D758,REC-BF6065DDBBC0C044,B,2
MOPD-F7F2BD9C61DEE757,2684,TRN-3D6F7C4C5EDDD168,REC-FC6E93BFDA631D89,C,1
MOPD-41571FBE25BD99CC,2685,TRN-F8B02CD09219C391,REC-7127162EDE907BE0,B,2
MOPD-25A7EB8349CFDD22,2686,TRN-803FA6273F160426,REC-E0AFA557DEC15D4A,A,2
MOPD-38422015BAC1B120,2687,TRN-94CE31CBC9E8B34F,REC-F9CECFD180CE7DF9,C,1
MOPD-283CCD759A5B7079,2688,TRN-D3A69DCE922F8A4B,REC-3CCA28FDA7BDB5D7,C,1
MOPD-732058E3C8F22826,2689,TRN-97679D6A964C539D,REC-F1C12AF451F8E838,B,3
MOPD-7415111F7ACD41A3,2690,TRN-D841A38E4C5C9A20,REC-5AFDE9D8E7393A7E,C,1
MOPD-CAA0BD6DCAB42A12,2691,TRN-6BA772185CBB7D68,REC-D317AD457B7C55E4,A,2
MOPD-B060F8A35C9ABD70,2692,TRN-594441E797D69594,REC-13BB0E6B44B89DEA,B,1
MOPD-B836290106925695,2693,TRN-42B4B187E5BE19BA,REC-0252767E4B707DE2,B,1
MOPD-01A26657DCBEE3DD,2694,TRN-7B2B5CC8F1756F72,REC-F4BE081B4E28387F,B,3
MOPD-161ECA8B49510C94,2695,TRN-453072C91AD45116,REC-D979374FBC6BC456,B,3
MOPD-16B36AF98879CED6,2696,TRN-61EA73522A12B00F,REC-170A31BF81A30DEA,B,2
MOPD-EF21E984014EF99E,2697,TRN-BBC1AB43EE920F3E,REC-4C1EA73E9BD8797F,A,2
MOPD-B7C827DC0B5DF24E,2698,TRN-6228109C327B37AB,REC-93B98337949A5483,C,1
MOPD-5075571DF75E92C5,2699,TRN-36170068D0203AF1,REC-472DBA41A698A6F7,C,1
MOPD-E694ABBEF92CBBA8,2700,TRN-FC39B61A3667B65B,REC-521F292839220FE7,B,2
MOPD-0B8251F620898E76,2701,TRN-B829965633CEA38A,REC-2E30E9738A40B330,B,4
MOPD-36CDDE1586E2340A,2702,TRN-618B5065FBE91EDA,REC-120DA70BE237CD3D,A,1
MOPD-AA80C4AFE05E4581,2703,TRN-2E089A32ADA02A88,REC-6F318596A87591F9,A,1
MOPD-1FA8E307AC899B10,2704,TRN-2DB3E560A59A9C60,REC-778946198A0C49F3,B,4
MOPD-C570615BEC87EECC,2705,TRN-7AF709F8A0FEBA15,REC-1019664E02D16C16,A,1
MOPD-804700BD4FB84DCD,2706,TRN-2B97461DBC1C600B,REC-7D9B75FAC8F71A9D,A,2
MOPD-21B1B266EF25DC57,2707,TRN-E6915EE6318661AB,REC-96E66465ACA4A0AA,A,1
MOPD-2B1347D7F309271D,2708,TRN-ACAC63E0AA8E3C76,REC-1040F13033B94FAC,B,3
MOPD-28DB511626552419,2709,TRN-915E54E116DFB471,REC-C9CFF437C78C0BC2,B,1
MOPD-4BB066189373C3C4,2710,TRN-C1682F288DFD5B5D,REC-E17EE0587B008466,C,1
