anon_record_id,anon_instance_id,routing_group,training_phase,source_subset
REC-5DE5AFF7D987327C,TRN-AC2E1587D0BB7634,A,stratified_balanced_rl,initial_rl
REC-5E25DC01BD282A5B,TRN-E6FAFBD7EFF7D1F7,B,stratified_balanced_rl,initial_rl
REC-5E589E4121BC9B51,TRN-61E8810E9160A7C7,A,stratified_balanced_rl,initial_rl
REC-5EC6CB03BAA40E4E,TRN-F12BBF24209C7A38,C,stratified_balanced_rl,initial_rl
REC-5F0C3A580573B71C,TRN-B5BF062E7280CC39,C,stratified_balanced_rl,initial_rl
REC-5F17064AC432009A,TRN-F805B170CEF6EF4D,C,stratified_balanced_rl,initial_rl
REC-5F2505ED7BAB1652,TRN-B70D566A0E19AF31,C,stratified_balanced_rl,initial_rl
REC-5F4A08F1E11D0665,TRN-45EB39CF307E9AF0,B,stratified_balanced_rl,initial_rl
REC-5F60D81A0BE042C2,TRN-533AB42E4F85F7C4,A,stratified_balanced_rl,initial_rl
REC-5F82375757ED7C57,TRN-5492BAB4956228A2,B,stratified_balanced_rl,initial_rl
REC-5F88E03EC7306CB0,TRN-AAB83EAE25117DC4,A,stratified_balanced_rl,initial_rl
REC-5FA40F565064BB41,TRN-E07BA44793E5D16B,B,stratified_balanced_rl,initial_rl
REC-5FABF737DB1C970B,TRN-1877FD3E1F4047B1,A,stratified_balanced_rl,initial_rl
REC-5FE6688157834C44,TRN-4DDDFCA0100FCA89,A,stratified_balanced_rl,initial_rl
REC-6018AA33D790E3AF,TRN-7FC7793B3CA63215,A,stratified_balanced_rl,initial_rl
REC-6047AB988B7634F7,TRN-34C943432F84B6E3,A,stratified_balanced_rl,initial_rl
REC-607A824205AFF0B6,TRN-4F9CB600F74F7312,B,stratified_balanced_rl,initial_rl
REC-60A04D968889FB15,TRN-F4A644402A01B633,B,stratified_balanced_rl,initial_rl
REC-60E694429A764093,TRN-538767E99097B153,C,stratified_balanced_rl,initial_rl
REC-611961E3471F07F6,TRN-9840295E45DCD740,C,stratified_balanced_rl,initial_rl
REC-61196DB9E49482A4,TRN-E25F8B4FD0993CA1,B,stratified_balanced_rl,initial_rl
REC-617A43A73B1DF751,TRN-B31A8AC5059B1CB4,A,stratified_balanced_rl,initial_rl
REC-61F5E522D0E809FE,TRN-148443C23274E13D,C,stratified_balanced_rl,initial_rl
REC-61F84D5CB6D05BFA,TRN-1B2EAB02B7D4B637,C,stratified_balanced_rl,initial_rl
REC-62058A8DAF99D767,TRN-222C70E711B8C061,B,stratified_balanced_rl,initial_rl
REC-628DC93288F25F33,TRN-CA843C7351A4CCE9,A,stratified_balanced_rl,initial_rl
REC-62A23C03FB5C4E29,TRN-578402F47517531E,C,stratified_balanced_rl,initial_rl
REC-62B997283811F2BA,TRN-5A5AF33211C48FAE,C,stratified_balanced_rl,initial_rl
REC-62FDB674FAEDC61A,TRN-3CFAE000B4BEF89B,A,stratified_balanced_rl,initial_rl
REC-6301848C428F18EA,TRN-8FB2DB35B5F4265B,C,stratified_balanced_rl,initial_rl
REC-6350D5B05E221DDA,TRN-A170657835FFEFB1,B,stratified_balanced_rl,initial_rl
REC-638F7F5925D900B7,TRN-2D970A7A9A503060,A,stratified_balanced_rl,initial_rl
REC-639109BF0E974296,TRN-27BBA37CC608A665,B,stratified_balanced_rl,initial_rl
REC-63A31A51E3A5DA0B,TRN-30F0B2CBB0E620F9,C,stratified_balanced_rl,initial_rl
REC-63AEB32272139625,TRN-633A00A9BE26A3ED,C,stratified_balanced_rl,initial_rl
REC-63D0301C6612A144,TRN-E419EE3C8FF5F200,B,stratified_balanced_rl,initial_rl
REC-6405F2E0D5354106,TRN-3A1B54CB4307FC83,C,stratified_balanced_rl,initial_rl
REC-6477CD533D1205D2,TRN-47362936D9C0D766,B,stratified_balanced_rl,initial_rl
REC-648A3742FD0BC343,TRN-01758F61A60F2530,C,stratified_balanced_rl,initial_rl
REC-64A57A98510A149A,TRN-EB760FB4B94AE0E9,A,stratified_balanced_rl,initial_rl
REC-64BCB0647CA5982A,TRN-25F47AD91189D3EC,C,stratified_balanced_rl,initial_rl
REC-64DD8E10647BD98A,TRN-E5C936CD231F4F40,C,stratified_balanced_rl,initial_rl
REC-64EB945B94DFD42E,TRN-B658692C1C11505F,B,stratified_balanced_rl,initial_rl
REC-650337E9F2B68C05,TRN-4546FC044661EC13,C,stratified_balanced_rl,initial_rl
REC-65C03680F3D530E5,TRN-8C14ABD94D812043,C,stratified_balanced_rl,initial_rl
REC-65F27C943C8D5AB7,TRN-E4DCD1BF06EC0F1C,A,stratified_balanced_rl,initial_rl
REC-65F82952AD1ACC48,TRN-D5C54EE87025F4CD,A,stratified_balanced_rl,initial_rl
REC-662D53308AAE2AF0,TRN-5C00528904E30B12,C,stratified_balanced_rl,initial_rl
REC-6653D4A1BE9186EF,TRN-07CE9A63CABB0E51,B,stratified_balanced_rl,initial_rl
REC-66917D380CEFF1B5,TRN-0917D1733E2F1F42,C,stratified_balanced_rl,initial_rl
REC-669491F34CCA0692,TRN-560EDD43BF060CFE,A,stratified_balanced_rl,initial_rl
REC-669C4965F8692803,TRN-4CBF62C2794CEA00,B,stratified_balanced_rl,initial_rl
REC-67059C09C281BD43,TRN-DC128B772041F1F8,A,stratified_balanced_rl,initial_rl
REC-67511B680932E0FB,TRN-659E710199041329,B,stratified_balanced_rl,initial_rl
REC-676F0387F7AE5E28,TRN-115BC482BA5DDDCC,B,stratified_balanced_rl,initial_rl
REC-67838E091C2EC067,TRN-ECE98CDEAE12A8D7,B,stratified_balanced_rl,initial_rl
REC-679115FD9F42D5C0,TRN-36D55BB367522E3A,A,stratified_balanced_rl,initial_rl
REC-67BD344B86F00BD0,TRN-1059D3C309E7582A,A,stratified_balanced_rl,initial_rl
REC-6822F6BDD4C0B675,TRN-9962E915E714D467,B,stratified_balanced_rl,initial_rl
REC-684F7F06BC6D7AB9,TRN-4DE8DDFD1BDBB283,C,stratified_balanced_rl,initial_rl
REC-687F2F63492E2DAB,TRN-2A003099702131DC,A,stratified_balanced_rl,initial_rl
REC-68E42A942E72DF27,TRN-A71C46AC2F8EE331,C,stratified_balanced_rl,initial_rl
REC-68EEE07221CCF80D,TRN-AB7F6D632656DE0F,A,stratified_balanced_rl,initial_rl
REC-694D21C95F5CA1F2,TRN-6E4C212C5E5C32F6,B,stratified_balanced_rl,initial_rl
REC-694DC47A6FF0C0A8,TRN-F4632E35F18FB9F8,C,stratified_balanced_rl,initial_rl
REC-6983113749518AA8,TRN-42AA7ED5D59DBBD0,B,stratified_balanced_rl,initial_rl
REC-698A91480416647E,TRN-8E5230ADA844A4FF,C,stratified_balanced_rl,initial_rl
REC-69B1EF4E1D433D27,TRN-5DE7FA78759E6A6C,A,stratified_balanced_rl,initial_rl
REC-6A26DAC0B645512E,TRN-8BC67D48BBB059E0,C,stratified_balanced_rl,initial_rl
REC-6A4AED06AE746A29,TRN-EE649843EDB1F4FD,B,stratified_balanced_rl,initial_rl
REC-6A5CD77604C60F27,TRN-557ED1B5027DC8AD,A,stratified_balanced_rl,initial_rl
REC-6A6FF2676DC9AF84,TRN-94245E2409B94899,B,stratified_balanced_rl,initial_rl
REC-6A6FF8DF45E6DD94,TRN-A148CB86F411D189,A,stratified_balanced_rl,initial_rl
REC-6A7CCF23F1B24C5B,TRN-A7B5799C89F3FFCF,B,stratified_balanced_rl,initial_rl
REC-6AAFB5A2C70F4376,TRN-46ADFFA9AB32E624,A,stratified_balanced_rl,initial_rl
REC-6ADE04EDCA5DFDFE,TRN-615551CCD64F3891,C,stratified_balanced_rl,initial_rl
REC-6AEFEA8CFB36452E,TRN-12CE96685E1CD76F,C,stratified_balanced_rl,initial_rl
REC-6B07B592FA0ED58F,TRN-6970598C13E4E3FE,A,stratified_balanced_rl,initial_rl
REC-6B105F0D1876E5CA,TRN-C0CACADEC13F5A6A,B,stratified_balanced_rl,initial_rl
REC-6B1931BE7B08DF14,TRN-E6A612FAAC763974,A,stratified_balanced_rl,initial_rl
REC-6B2A7D45E45E4B38,TRN-D183E4F29CD30B8E,A,stratified_balanced_rl,initial_rl
REC-6B2E5F4166155E94,TRN-0EF24C39B33FD30D,A,stratified_balanced_rl,initial_rl
REC-6B388F45F50CFA5A,TRN-3809824FBCFF5B90,C,stratified_balanced_rl,initial_rl
REC-6B64CFA1C76856B0,TRN-330810C5D45AB9D2,A,stratified_balanced_rl,initial_rl
REC-6B8B4E39E1C87140,TRN-D2DF6317E1A213E1,A,stratified_balanced_rl,initial_rl
REC-6BDE58E00530C95B,TRN-33DEBAB4296A28A4,C,stratified_balanced_rl,initial_rl
REC-6BF234E6FD5B22C9,TRN-7FA79DD43E9D9136,C,stratified_balanced_rl,initial_rl
REC-6BFB5005655162D3,TRN-5391D1329ECED335,C,stratified_balanced_rl,initial_rl
REC-6BFC2047A7A6A88E,TRN-041EF1FD28720A5E,B,stratified_balanced_rl,initial_rl
REC-6C0CAD2737434075,TRN-1D3FE50573EBA6A2,C,stratified_balanced_rl,initial_rl
REC-6C1DC379640278DE,TRN-F80F97C5FCB8BDA4,C,stratified_balanced_rl,initial_rl
REC-6C1E1D51EDF496A1,TRN-7C10A67A8E23CE77,A,stratified_balanced_rl,initial_rl
REC-6C2000B4B2D37F77,TRN-86854808D6F40BAE,A,stratified_balanced_rl,initial_rl
REC-6C37AD67FCA8F8EB,TRN-CB6B79D040B7CAFE,A,stratified_balanced_rl,initial_rl
REC-6C3EBAAE1F369F65,TRN-A257D3BBE0923CAE,A,stratified_balanced_rl,initial_rl
REC-6C580D288ABAD59C,TRN-596A2E87A8DEA819,A,stratified_balanced_rl,initial_rl
REC-6C704AD34C7D2A78,TRN-23A9994B58562BD8,B,stratified_balanced_rl,initial_rl
REC-6C787CBCFABC2D61,TRN-A21F4669D97E6590,C,stratified_balanced_rl,initial_rl
REC-6CD0CCAD67E06636,TRN-FBC3DB0C17042B23,A,stratified_balanced_rl,initial_rl
REC-6D0B2165B55E7D67,TRN-DA1207745D78807A,C,stratified_balanced_rl,initial_rl
REC-6D7DE3F5949D9A48,TRN-5D79F5FEC551E598,A,stratified_balanced_rl,initial_rl
REC-6DD1A81F4292ADFC,TRN-A26A2CF93676F77B,A,stratified_balanced_rl,initial_rl
REC-6E0A5EE00112342B,TRN-66C2EFE04836055F,A,stratified_balanced_rl,initial_rl
REC-6E9E8EED80CF959D,TRN-5A012E08739C5042,C,stratified_balanced_rl,initial_rl
REC-6EAB18A4FE22D51A,TRN-9E8109CD5B3682B0,C,stratified_balanced_rl,initial_rl
REC-6EECFB9AA230ADB1,TRN-43C455BC4AB02975,A,stratified_balanced_rl,initial_rl
REC-6F2D1513B582384C,TRN-BA18BCAFD79C5D99,C,stratified_balanced_rl,initial_rl
REC-6F318596A87591F9,TRN-2E089A32ADA02A88,A,stratified_balanced_rl,initial_rl
REC-6F5E9B969EAC9F3A,TRN-EE8ED7AB3E97854B,C,stratified_balanced_rl,initial_rl
REC-6F7A457B8F0ECF92,TRN-B163B689D56D0F07,B,stratified_balanced_rl,initial_rl
REC-6F86165B457EB561,TRN-A59B03D8C2A5F2B3,C,stratified_balanced_rl,initial_rl
REC-6F98D51B465E35B6,TRN-1B50829715A076C3,B,stratified_balanced_rl,initial_rl
REC-6FB768AEA731A72A,TRN-0CB3F34202D600C7,C,stratified_balanced_rl,initial_rl
REC-6FC90EEBD5FF4138,TRN-47D057257B51EC56,A,stratified_balanced_rl,initial_rl
REC-7024F52E29958A1A,TRN-7474499CF6FFD558,B,stratified_balanced_rl,initial_rl
REC-7099B29F0B13944A,TRN-5C0861529237DF3E,C,stratified_balanced_rl,initial_rl
REC-70CFE76C0069B40E,TRN-3312042D873F846B,A,stratified_balanced_rl,initial_rl
REC-7102761E9BCD88DE,TRN-075B647775B7FBA0,C,stratified_balanced_rl,initial_rl
REC-7127162EDE907BE0,TRN-F8B02CD09219C391,B,stratified_balanced_rl,initial_rl
REC-713721DCD4DBB9DF,TRN-D741A4E30BB5A828,C,stratified_balanced_rl,initial_rl
REC-715B79825A6CEFE6,TRN-A6F864D8970CAF41,B,stratified_balanced_rl,initial_rl
REC-7181AB2AF45704FA,TRN-CDA531E2E77044CB,A,stratified_balanced_rl,initial_rl
REC-71D72DC5661EBE0A,TRN-3B858BB0BC0C4F18,A,stratified_balanced_rl,initial_rl
REC-72497E932A6E2536,TRN-25F5E2DDA1371AA2,A,stratified_balanced_rl,initial_rl
REC-726B899E6D97C772,TRN-8F593D01B84F0902,B,stratified_balanced_rl,initial_rl
REC-729DC7288129EAFE,TRN-77B6A591B0A4DFC2,B,stratified_balanced_rl,initial_rl
REC-72BEBA10830E827F,TRN-F07C837CED801DF3,A,stratified_balanced_rl,initial_rl
REC-72CBC929110D89A5,TRN-DB73559EB7C22624,C,stratified_balanced_rl,initial_rl
REC-73568A754871D3E4,TRN-3D0579BADDA4DB16,A,stratified_balanced_rl,initial_rl
REC-73A0D99B9F59BC05,TRN-AD7C7DCA22A5318B,C,stratified_balanced_rl,initial_rl
REC-73A2543CC0B0FC4E,TRN-5A2FB31D5D51EAC4,B,stratified_balanced_rl,initial_rl
REC-73D9666A051D39CF,TRN-B92B2A502220F004,A,stratified_balanced_rl,initial_rl
REC-73F25D1B25989388,TRN-6F2C65855A13FBF2,B,stratified_balanced_rl,initial_rl
REC-744168566E3E61DC,TRN-76219B3958694835,B,stratified_balanced_rl,initial_rl
REC-746944AD5A34D28C,TRN-F5381F5C1BD91418,A,stratified_balanced_rl,initial_rl
REC-7500FC1A1CA1C302,TRN-A3592003608224E9,C,stratified_balanced_rl,initial_rl
REC-75221FB8EBB00D2D,TRN-111626B6F62AFDD9,B,stratified_balanced_rl,initial_rl
REC-7554860E2E7AD493,TRN-5DDA197CA515F40D,C,stratified_balanced_rl,initial_rl
REC-7578E5F394E4562A,TRN-6B079739E11258E2,B,stratified_balanced_rl,initial_rl
REC-757B31DD6E00F60A,TRN-5670A5044A648692,A,stratified_balanced_rl,initial_rl
REC-758E68F1324E1006,TRN-CC375883598DE3D9,C,stratified_balanced_rl,initial_rl
REC-7595E95690293D61,TRN-E73A220D86F3DFC2,B,stratified_balanced_rl,initial_rl
REC-75BA767F8434E8C8,TRN-F2CCCDB41DE51F7F,C,stratified_balanced_rl,initial_rl
REC-75C0BE42A77D912D,TRN-4FBB343ECD89882C,B,stratified_balanced_rl,initial_rl
REC-76128DCC82A8BC82,TRN-B493E2050EA615FF,A,stratified_balanced_rl,initial_rl
REC-7694C710D49C5AD1,TRN-0C1F7EADDC4B2546,C,stratified_balanced_rl,initial_rl
REC-76BDD88302B7F7D9,TRN-EC5D5E777C8F8A84,C,stratified_balanced_rl,initial_rl
REC-7724C710CD57E03A,TRN-390C200A428ADD3E,B,stratified_balanced_rl,initial_rl
REC-7782565D961C45FE,TRN-44444E8E02AD6E3A,A,stratified_balanced_rl,initial_rl
REC-778946198A0C49F3,TRN-2DB3E560A59A9C60,B,stratified_balanced_rl,initial_rl
REC-77897E668858235C,TRN-774899E210BA0256,C,stratified_balanced_rl,initial_rl
REC-778F753A5501C458,TRN-772F1B2E21E094BC,B,stratified_balanced_rl,initial_rl
REC-77B82C019733438C,TRN-BC1832F4F6747A22,C,stratified_balanced_rl,initial_rl
REC-77F79124B9C10545,TRN-11B32446569FE25C,C,stratified_balanced_rl,initial_rl
REC-7849841B2C5B1FAE,TRN-F45D8B5C0FA781BC,C,stratified_balanced_rl,initial_rl
REC-78597948BBA82E7A,TRN-3353EFE69F2C370D,A,stratified_balanced_rl,initial_rl
REC-7884AA225241219E,TRN-7816D496F8C2121C,A,stratified_balanced_rl,initial_rl
REC-78B1195042A5BE27,TRN-1174F8855C631339,B,stratified_balanced_rl,initial_rl
REC-794804574E477886,TRN-D729EA48455D4557,B,stratified_balanced_rl,initial_rl
REC-7949EF6B207B0D6A,TRN-1B541A3B2E81C5D3,A,stratified_balanced_rl,initial_rl
REC-796C28B712BB6AF4,TRN-70E200A7357E2F6E,C,stratified_balanced_rl,initial_rl
REC-7A4A8885F97929F9,TRN-1C702B5512F7FAA5,C,stratified_balanced_rl,initial_rl
REC-7A76434446D4742B,TRN-437271DE12B2DE05,A,stratified_balanced_rl,initial_rl
REC-7A8AEED8A2453323,TRN-0C5254CC39E94900,A,stratified_balanced_rl,initial_rl
REC-7A96EC7022B7D18B,TRN-DCE94747893DFAD7,C,stratified_balanced_rl,initial_rl
REC-7AD200151E1933DC,TRN-2245F5479ADFF48A,B,stratified_balanced_rl,initial_rl
REC-7B03DC551BD0D051,TRN-0AB34BA9C0AB08CC,A,stratified_balanced_rl,initial_rl
REC-7B3F999F6442FCF7,TRN-8DE60AA445B9DCEB,A,stratified_balanced_rl,initial_rl
REC-7B402B335362B523,TRN-8D039F56C9D5B57C,A,stratified_balanced_rl,initial_rl
REC-7B5140B637DFAB72,TRN-73FF8AD3367824AD,B,stratified_balanced_rl,initial_rl
REC-7BA1EA77E9BD155A,TRN-DD5FA49651CD1218,A,stratified_balanced_rl,initial_rl
REC-7BC7EB8FB3B2DBAE,TRN-ABB08771E5191F1B,B,stratified_balanced_rl,initial_rl
REC-7BD19A7AA68AF48A,TRN-AFB40D263C7B4CB1,A,stratified_balanced_rl,initial_rl
REC-7BD353DAD8E91463,TRN-3B81147E4D5FC3A3,A,stratified_balanced_rl,initial_rl
REC-7C01F34A7638F9C2,TRN-A86A24CA603FD100,C,stratified_balanced_rl,initial_rl
REC-7C2529C199863DF4,TRN-4A0B7855120FDBF0,C,stratified_balanced_rl,initial_rl
REC-7C5CE452D9E8F9A2,TRN-FBBE796FB03F7BA8,C,stratified_balanced_rl,initial_rl
REC-7C63E9BC67CEE92F,TRN-39E0FE8CAE8E8264,C,stratified_balanced_rl,initial_rl
REC-7C81DEC039AA403A,TRN-BB5B8BAB25747D5E,A,stratified_balanced_rl,initial_rl
REC-7C98747AD87D9FE9,TRN-072AA7E7EDF4EBCC,C,stratified_balanced_rl,initial_rl
REC-7C991FDC5AD582A7,TRN-CF93EC152A34AC7E,B,stratified_balanced_rl,initial_rl
REC-7CBCEAA86753A702,TRN-16576F820AED6D6A,C,stratified_balanced_rl,initial_rl
REC-7CED5419F3D6221C,TRN-91493567AD2B8792,B,stratified_balanced_rl,initial_rl
REC-7D0060E9A908228C,TRN-8688BD3284C07EAD,A,stratified_balanced_rl,initial_rl
REC-7D2F847067A79AD7,TRN-29E87D508A470842,C,stratified_balanced_rl,initial_rl
REC-7D3279B9B354BEFF,TRN-CEF30B1DD15DD0AE,A,stratified_balanced_rl,initial_rl
REC-7D459C9641BD5852,TRN-76602DEF6A31BE04,C,stratified_balanced_rl,initial_rl
REC-7D5C6EC1ED378EB0,TRN-1499BEE9F1187314,A,stratified_balanced_rl,initial_rl
REC-7D808C85FFD22DB9,TRN-798DB4EE02DA52C1,A,stratified_balanced_rl,initial_rl
REC-7D911E5CDB13583B,TRN-65FE073EEA0154AE,A,stratified_balanced_rl,initial_rl
REC-7D9B75FAC8F71A9D,TRN-2B97461DBC1C600B,A,stratified_balanced_rl,initial_rl
REC-7DC223D5D5FB93C1,TRN-AE6011613D0E3C99,C,stratified_balanced_rl,initial_rl
REC-7DD4C1C6FC3BCB48,TRN-3C6A3829EC03882B,A,stratified_balanced_rl,initial_rl
REC-7DEE9ABF29F2012D,TRN-A43B5A54BED55559,A,stratified_balanced_rl,initial_rl
REC-7E08B3F8A1721DA4,TRN-6E05ED7BEDA30E09,C,stratified_balanced_rl,initial_rl
REC-7E17422041767F81,TRN-DFBDE139FB742695,B,stratified_balanced_rl,initial_rl
REC-7E305BA1722A0456,TRN-09A63CAE8DE48EB1,B,stratified_balanced_rl,initial_rl
REC-7E4BBCE92A141D33,TRN-DD3CC134F49288E0,C,stratified_balanced_rl,initial_rl
REC-7E5336C1AB76AA2C,TRN-34ADFE99B4CA52B9,B,stratified_balanced_rl,initial_rl
REC-7EAA3E80581956F1,TRN-7696AFA2DD77CA5F,B,stratified_balanced_rl,initial_rl
REC-7F32DF006E42C438,TRN-D20A2E738BFE3EA2,B,stratified_balanced_rl,initial_rl
REC-7F4AC6ACD95CE11C,TRN-F730F88BA55B4747,A,stratified_balanced_rl,initial_rl
REC-7F84CEF9751DF1AB,TRN-B51365D4C85A4512,A,stratified_balanced_rl,initial_rl
REC-7F8A7197A7F98E22,TRN-E109061DD1715EA0,B,stratified_balanced_rl,initial_rl
REC-800766FD61F6A95C,TRN-07CF84199DD2A4B8,A,stratified_balanced_rl,initial_rl
REC-806971BF201B8E65,TRN-9623FDEECC0439BE,B,stratified_balanced_rl,initial_rl
REC-8072FDEA4DB433E1,TRN-598CC8BE96874398,B,stratified_balanced_rl,initial_rl
REC-807927647C96499E,TRN-F76973E2146F00EA,A,stratified_balanced_rl,initial_rl
REC-80B3D59261CBDBEB,TRN-69F75655E6C6D713,C,stratified_balanced_rl,initial_rl
REC-80F7702C351B5E49,TRN-4A150AEC8BEA7BCA,C,stratified_balanced_rl,initial_rl
REC-810D982FB34830CA,TRN-3E17D0EAA132F410,C,stratified_balanced_rl,initial_rl
REC-810F2B5A5784FFF7,TRN-82CC73D56818DCA8,B,stratified_balanced_rl,initial_rl
REC-812FC117680C71D7,TRN-40CAFB2C8E574FD1,C,stratified_balanced_rl,initial_rl
REC-819E4F8E34AFA05A,TRN-78A80299F86DCD2A,C,stratified_balanced_rl,initial_rl
REC-81A28017605280BE,TRN-9DA8D2C202A5BF34,A,stratified_balanced_rl,initial_rl
REC-81CA136C012EAA78,TRN-78C2CB2A3150A3DE,A,stratified_balanced_rl,initial_rl
REC-81D564F5CC393011,TRN-4624F7E540366C47,A,stratified_balanced_rl,initial_rl
REC-820BB213350BAB80,TRN-CAB0FF7B19DE8A85,C,stratified_balanced_rl,initial_rl
REC-8255B56EA32006BF,TRN-A25DE5A2C96A15C4,C,stratified_balanced_rl,initial_rl
REC-825C7794B6170CD4,TRN-9FE6ED77D8DB1F70,B,stratified_balanced_rl,initial_rl
REC-82E88B8E4BEEAC4D,TRN-9315D7147682092E,B,stratified_balanced_rl,initial_rl
REC-830DAA8A4EBD12C1,TRN-EC0C58C395DF4970,B,stratified_balanced_rl,initial_rl
REC-833492E956F7C567,TRN-51B110DD3813AEAD,C,stratified_balanced_rl,initial_rl
REC-83753E171AF67124,TRN-119D311037A23643,C,stratified_balanced_rl,initial_rl
REC-838E78E12A7F574E,TRN-F15E964B1EFFAD25,A,stratified_balanced_rl,initial_rl
REC-83B5086E8B1BDB77,TRN-38D56EA721DB7E94,B,stratified_balanced_rl,initial_rl
REC-83BB0227FF127E3A,TRN-D0C20391CB8235EB,C,stratified_balanced_rl,initial_rl
REC-83C5861E9C57E945,TRN-92C2B6B3C2741924,B,stratified_balanced_rl,initial_rl
REC-83CF5C0E7121E414,TRN-43A3489546D08E7A,A,stratified_balanced_rl,initial_rl
REC-840D7CF6659E4EC4,TRN-409152C69F48AC8B,B,stratified_balanced_rl,initial_rl
REC-8414745D10E96934,TRN-BBA7A90D6AB9AF9C,A,stratified_balanced_rl,initial_rl
REC-841D61D5A2F9A723,TRN-E5FCB70AF60EDE17,B,stratified_balanced_rl,initial_rl
REC-8434441A8868D368,TRN-CE5DA73A5531D1B8,B,stratified_balanced_rl,initial_rl
REC-844A8B3635BD4574,TRN-E28B1DB4143F53B8,B,stratified_balanced_rl,initial_rl
REC-84885F73069FABB5,TRN-F3ACCED737B0B42C,A,stratified_balanced_rl,initial_rl
REC-849ECC3F1CBB99A9,TRN-AA4AFA28F564C1CC,C,stratified_balanced_rl,initial_rl
REC-84BE84074CD0B524,TRN-FEA65789A6E1349D,B,stratified_balanced_rl,initial_rl
REC-84C5101407093F71,TRN-2D534FB548F7C581,A,stratified_balanced_rl,initial_rl
REC-84F1AA5CAE4B0B81,TRN-E33CEE4C9B5D03E8,B,stratified_balanced_rl,initial_rl
REC-84FA4342EA0DF705,TRN-D86947A7F7CF7A17,B,stratified_balanced_rl,initial_rl
REC-85794FAA1A612889,TRN-6D98C8BAAF9E5C9C,A,stratified_balanced_rl,initial_rl
REC-859316C12EFF5168,TRN-9BC721E9D86663F8,A,stratified_balanced_rl,initial_rl
REC-859859873907D49B,TRN-496B5677AFF6DA48,B,stratified_balanced_rl,initial_rl
REC-859A0FD1C253EC12,TRN-338F4C7E926EFD49,C,stratified_balanced_rl,initial_rl
REC-85A2BDC8797C5B2C,TRN-944C194A6211A194,C,stratified_balanced_rl,initial_rl
REC-85CF76E835488BBF,TRN-848988B9480EE293,A,stratified_balanced_rl,initial_rl
REC-8604C469AC34F648,TRN-F52B72FDB1FAD2EF,B,stratified_balanced_rl,initial_rl
REC-8650EDC651554F93,TRN-B51AE24F4E17C5DE,C,stratified_balanced_rl,initial_rl
REC-868B518EDF0C03EE,TRN-4B9B12D68EE8011F,C,stratified_balanced_rl,initial_rl
REC-868EAACFD13A61E6,TRN-E93B14AD6733E481,C,stratified_balanced_rl,initial_rl
REC-86D1599462B187DA,TRN-16DEBD756FF9CF71,A,stratified_balanced_rl,initial_rl
REC-86F46E736296913C,TRN-244304E33DCD804C,A,stratified_balanced_rl,initial_rl
REC-870D631762765697,TRN-20C9E81ED36D04C6,B,stratified_balanced_rl,initial_rl
REC-873DD274BE11F410,TRN-6873E9CE077E44EE,B,stratified_balanced_rl,initial_rl
REC-87E256186159EDAE,TRN-EE61D47B7CA4CA4D,A,stratified_balanced_rl,initial_rl
REC-87E453A5FCD05D4B,TRN-E38D071A166003CF,B,stratified_balanced_rl,initial_rl
REC-87F9C7912F2BC885,TRN-4EA901732289302F,B,stratified_balanced_rl,initial_rl
REC-880637118E62B8CA,TRN-9B6D569CD0DAC943,A,stratified_balanced_rl,initial_rl
REC-88066DAE0C957882,TRN-384FD4F6CF526341,C,stratified_balanced_rl,initial_rl
REC-8814669E202F5ED7,TRN-9A074CFEAAA0D128,C,stratified_balanced_rl,initial_rl
REC-8862179BC34842F2,TRN-6A85C834D3F033A7,C,stratified_balanced_rl,initial_rl
REC-88C49BC0D87E06F7,TRN-31D951385097101F,A,stratified_balanced_rl,initial_rl
REC-8917FD44EFAC1A8A,TRN-74888549B2347CB1,A,stratified_balanced_rl,initial_rl
REC-892748D46CF1BC45,TRN-3FC66525F2E45E78,C,stratified_balanced_rl,initial_rl
REC-8928C280573436DE,TRN-5EB9E27966FB1CF3,A,stratified_balanced_rl,initial_rl
REC-895926B9FF67F1C7,TRN-BA79C4A74A7B0250,C,stratified_balanced_rl,initial_rl
REC-89BB3108D81D4FF8,TRN-51DD57DD8980AAF1,A,stratified_balanced_rl,initial_rl
REC-8A43D6CCF67DA20D,TRN-66B5C532D7586BA2,B,stratified_balanced_rl,initial_rl
REC-8A746117D6E9524C,TRN-42C546BA037361CA,C,stratified_balanced_rl,initial_rl
REC-8ACE56E703AA3429,TRN-F4A942D7F8BC5EDA,A,stratified_balanced_rl,initial_rl
REC-8B0240D945A8D28A,TRN-8DEF6EB55D7FA904,C,stratified_balanced_rl,initial_rl
REC-8B0D8CE167B55EFE,TRN-58778702A590D183,B,stratified_balanced_rl,initial_rl
REC-8B152EF2730D96B9,TRN-E69AACA3F0DD35CC,B,stratified_balanced_rl,initial_rl
REC-8B379A571F1A879A,TRN-BE251DA5E44DE081,B,stratified_balanced_rl,initial_rl
REC-8B4103BA1248C42B,TRN-E1F5375630771831,B,stratified_balanced_rl,initial_rl
REC-8B9591E9C78D89B3,TRN-E5A0A44AE9221CDB,B,stratified_balanced_rl,initial_rl
REC-8BD9EE7EF5B607E2,TRN-1351690F083B8001,B,stratified_balanced_rl,initial_rl
REC-8BDCB3256F53A667,TRN-7FEBA6762C340A14,A,stratified_balanced_rl,initial_rl
REC-8BDFCD9313D2C3E7,TRN-1281D3158BB1A51E,C,stratified_balanced_rl,initial_rl
