anon_record_id,anon_instance_id,category,training_phase,record_occurrence
REC-39BD17533BB95786,TRN-17A4F9268BF0F261,B,initial_expert_rl,1
REC-39CC587C444B397F,TRN-840533AF1CEB16E4,C,initial_expert_rl,1
REC-39FBE7F4E008336A,TRN-65E614AB89AEA481,C,initial_expert_rl,1
REC-3A05C5015F0779EF,TRN-043D6AAE0345E974,B,initial_expert_rl,1
REC-3A0F776E08D722C9,TRN-2E3DD4D945D3ABD4,C,initial_expert_rl,1
REC-3A1C5DD43A910D9C,TRN-6E17E4A24F2FA62D,C,initial_expert_rl,1
REC-3A2D1DC1B04A8728,TRN-24AAB8E32915E168,C,initial_expert_rl,1
REC-3A4862F3781AC3D2,TRN-E434B7AA14909610,C,initial_expert_rl,1
REC-3A5F6BDA24AA7AD6,TRN-02B4F104D975A6CC,C,initial_expert_rl,1
REC-3A7C6D78E6978065,TRN-A8C0DFD0878441B4,B,initial_expert_rl,1
REC-3A85A60F881A0820,TRN-8EB7FC43FCBFD29E,C,initial_expert_rl,1
REC-3A9D8E44F19108BF,TRN-9AE4EAB8602DDF65,C,initial_expert_rl,1
REC-3AADBE48FF4B731E,TRN-265731114D0E6BDF,C,initial_expert_rl,1
REC-3ABB3270D65BC5D9,TRN-506867E14EB5BD58,C,initial_expert_rl,1
REC-3AE273751D365DFB,TRN-F79BDE6F00D91DED,C,initial_expert_rl,1
REC-3AEE3DF16D525531,TRN-FE4FDABB89698E9F,C,initial_expert_rl,1
REC-3B3938DFDCCBF249,TRN-A04C08AC4A882C68,A,initial_expert_rl,1
REC-3B4301A64EA9D5E8,TRN-07851DE09074DAE5,A,initial_expert_rl,1
REC-3B4FBBAB75B772FF,TRN-0E34D137BB8E2386,C,initial_expert_rl,1
REC-3BAB5173CEA20C6E,TRN-0BB012A2579CB880,B,initial_expert_rl,1
REC-3BB50C4C09EF951F,TRN-B5EB49CC4DFE01B7,C,initial_expert_rl,1
REC-3BCA65222F4B3127,TRN-8ECA0FA35F41B2C9,C,initial_expert_rl,1
REC-3BDC3CD111B96EF7,TRN-60E627128DB13ADA,A,initial_expert_rl,1
REC-3C127ED4CF11F046,TRN-6F45461F45EEEE4D,B,initial_expert_rl,1
REC-3C6587FF3960F2D8,TRN-528A4D6D39E54A00,C,initial_expert_rl,1
REC-3C6A94763395E0B8,TRN-B67DBE6BCF1005FC,B,initial_expert_rl,1
REC-3C9FC2197B05428C,TRN-8CA2FD92D92C509C,B,initial_expert_rl,1
REC-3CA5A5C2C714E350,TRN-CED4419ECCF68376,A,initial_expert_rl,1
REC-3CAD176C49DD8402,TRN-B8DD4233BDD6D4F1,C,initial_expert_rl,1
REC-3CCA28FDA7BDB5D7,TRN-D3A69DCE922F8A4B,C,initial_expert_rl,1
REC-3CE9F2828B03AC2D,TRN-385D6555F0A58987,C,initial_expert_rl,1
REC-3D1598A1771BC94C,TRN-1F5BE0AF79E59639,A,initial_expert_rl,1
REC-3D1A479FD3B716E8,TRN-E5A72DE11656072B,B,initial_expert_rl,1
REC-3D6380220ED2FCB7,TRN-37A6E0BACEC22531,C,initial_expert_rl,1
REC-3D93312897D46088,TRN-D0EC2F58AA85170C,C,initial_expert_rl,1
REC-3D953FFB9B21FBFC,TRN-0D1BC7D342B84EC6,C,initial_expert_rl,1
REC-3DB6118EE7A924B4,TRN-991236C7C78A20E2,A,initial_expert_rl,1
REC-3DE046A93A5CDD6D,TRN-58ED7E57CC11D0B9,B,initial_expert_rl,1
REC-3DE12B609024B1C0,TRN-61DDF24B3904E35C,C,initial_expert_rl,1
REC-3E497A00776748F6,TRN-4F560AA4CBD84708,C,initial_expert_rl,1
REC-3E5788D71851A3F8,TRN-608BB5393A53D209,B,initial_expert_rl,1
REC-3E5E39C868C23783,TRN-52209532020B2A8E,B,initial_expert_rl,1
REC-3E6CAA632EE2D6AC,TRN-569D2F130D41BBB9,A,initial_expert_rl,1
REC-3E815ADFC7E5524C,TRN-D4E9785E67954FB5,C,initial_expert_rl,1
REC-3EF4FADB6D204C6D,TRN-71F7906758EE6DCA,C,initial_expert_rl,1
REC-3F1BDDF32F319EDC,TRN-F778BA2DEE20703D,A,initial_expert_rl,1
REC-3F26D1810A7A99E1,TRN-B29CB7F7A61EB3B0,B,initial_expert_rl,1
REC-3F3E390508D253BE,TRN-10309C8F15C4C9B6,C,initial_expert_rl,1
REC-3F9009DA4AD0D65D,TRN-FF35CAD87E1D655C,C,initial_expert_rl,1
REC-3F958025F2E5A5C7,TRN-E54CDFA8C0B8F2CE,A,initial_expert_rl,1
REC-3FA89931AACC36E8,TRN-B4365D5C98CCF413,C,initial_expert_rl,1
REC-3FC3177A1C7CB81E,TRN-35204140A221ABB0,A,initial_expert_rl,1
REC-3FC82C00F404103B,TRN-2572C6F2C426912F,C,initial_expert_rl,1
REC-3FE764F5B3C852CF,TRN-F6D7A0BE9E1BA83A,C,initial_expert_rl,1
REC-40124F294E294AA5,TRN-0899755D830DF34C,A,initial_expert_rl,1
REC-401C12FEE475D5EE,TRN-792181F3117EF7FA,C,initial_expert_rl,1
REC-404D3DC1C2F71B62,TRN-88351D9F82EF69A2,A,initial_expert_rl,1
REC-4057E9FFE15F52E0,TRN-96E65E2B021BC722,C,initial_expert_rl,1
REC-40656C00A7659491,TRN-913E024CB4A9453B,C,initial_expert_rl,1
REC-40DDE09360CB881D,TRN-D78800914638D0DB,C,initial_expert_rl,1
REC-40DECB43236AF533,TRN-FEB42201C84D7914,A,initial_expert_rl,1
REC-40E4FED615D80F79,TRN-3969BA7C0C3110C4,C,initial_expert_rl,1
REC-4116C8DF98772E43,TRN-C44B75D22F93B30C,C,initial_expert_rl,1
REC-412108981B5C2578,TRN-E9FBED7587447CE0,C,initial_expert_rl,1
REC-4170CCF1FC70AF77,TRN-BF89229EC051008D,C,initial_expert_rl,1
REC-419CA737B9F7ABD3,TRN-A84041E7BEE2AAD6,B,initial_expert_rl,1
REC-41CB3522C2146CA8,TRN-123E2F5A3717558F,C,initial_expert_rl,1
REC-41DF7C9603D7E729,TRN-E39FA775FD76346D,A,initial_expert_rl,1
REC-423560153BB974D2,TRN-91D27DD4F5ABFCA2,C,initial_expert_rl,1
REC-424447A4FC9E7EA0,TRN-39C85774148D8C52,C,initial_expert_rl,1
REC-425496169AAE9138,TRN-34BEC79B61F8C1F8,A,initial_expert_rl,1
REC-42694668834FFB77,TRN-5DDD6B279462E984,C,initial_expert_rl,1
REC-4290D3A73CEECE3A,TRN-545B4ACCB2D530C9,C,initial_expert_rl,1
REC-42B3E437AFB2A89D,TRN-934C93F7B669D8CF,C,initial_expert_rl,1
REC-42BFD2E6917C691A,TRN-E1CE4A5C8C2EC405,C,initial_expert_rl,1
REC-42CAE4C966E4A52C,TRN-BF3DF0AD219C5386,C,initial_expert_rl,1
REC-42ED3DBA35025E01,TRN-1120B3C98B9E4953,C,initial_expert_rl,1
REC-42F2D07004AFF1BE,TRN-419990AD31486C91,C,initial_expert_rl,1
REC-4315F37FD2A12449,TRN-A2EEDEA25E74D459,B,initial_expert_rl,1
REC-432792F125164EF8,TRN-B3C55D8DB0231133,C,initial_expert_rl,1
REC-43307E5547080CEC,TRN-7F0221A78A754DB2,C,initial_expert_rl,1
REC-4362FE7B6234C046,TRN-2A519A49ED4E5285,A,initial_expert_rl,1
REC-436839510C541225,TRN-ED776249A679A325,A,initial_expert_rl,1
REC-4390E91DC112AF64,TRN-EFC20B0CE9EB733F,C,initial_expert_rl,1
REC-439BACFB1EAC7EF4,TRN-56B20139059736EE,C,initial_expert_rl,1
REC-43A9612AF738081C,TRN-45192E70F65E1120,A,initial_expert_rl,1
REC-43B640ED9127E79E,TRN-2340C335E04C0A57,B,initial_expert_rl,1
REC-43BB6B9D625BB41F,TRN-EAD13991C16C83D6,B,initial_expert_rl,1
REC-43CDE4B77F4F2B28,TRN-B89990820777FF0C,A,initial_expert_rl,1
REC-43D761D32059ED28,TRN-E9D34BD808A40193,C,initial_expert_rl,1
REC-43E5D673C9C64078,TRN-1F1F399B2C65AC9A,A,initial_expert_rl,1
REC-43F9A8111065D035,TRN-0205DD004932A1B8,A,initial_expert_rl,1
REC-441D73B8ACE728B7,TRN-0EEAB24362E89292,A,initial_expert_rl,1
REC-445BD6A55BBC40ED,TRN-1E8FA20195040964,C,initial_expert_rl,1
REC-4464BE3CA066354F,TRN-59B15D7BFB3FD135,C,initial_expert_rl,1
REC-4498179B04E54D91,TRN-1DF47BDF644E8D3A,C,initial_expert_rl,1
REC-449A3DAFFD397754,TRN-E7686A9C760FB355,C,initial_expert_rl,1
REC-44B5588FF5C77335,TRN-E36D57FBA03CF276,C,initial_expert_rl,1
REC-44BBE015270DBA7E,TRN-0149504B59C606F3,C,initial_expert_rl,1
REC-44D90EB79C287AE1,TRN-C8A78DF08DF3AA2D,A,initial_expert_rl,1
REC-44D9EB26ECF82E56,TRN-C03907E4B90E6E2D,B,initial_expert_rl,1
REC-44DD0196076E3F10,TRN-61A5E34FB10C9E49,C,initial_expert_rl,1
REC-44EC43297C30CA0C,TRN-D095A6067FA63420,B,initial_expert_rl,1
REC-44F189CBB6599B48,TRN-468AE4AB3B769291,C,initial_expert_rl,1
REC-4505524800BABFD6,TRN-BB6798FEE54BD2E9,B,initial_expert_rl,1
REC-45487DBF5DF2D40C,TRN-3313193DA515ED56,A,initial_expert_rl,1
REC-4548BCE9DC261983,TRN-E064AC154983B6C1,C,initial_expert_rl,1
REC-455F0A0E4ED4C4EB,TRN-0FC8D0F8F2CE0BEE,B,initial_expert_rl,1
REC-4560F4002D2B7C6F,TRN-821C2DA29E0E8C64,C,initial_expert_rl,1
REC-456E63702A3CFAC4,TRN-DBD06BF9DE009F45,C,initial_expert_rl,1
REC-45B4606DA2887A6A,TRN-28674004999A9A79,C,initial_expert_rl,1
REC-45EC69CE19492B3E,TRN-A6355D25CB6C82A5,B,initial_expert_rl,1
REC-45EFC9973436C350,TRN-B01C76AF01ADF2AF,A,initial_expert_rl,1
REC-45F1CB3656F431B6,TRN-B2ED1B6EC757B2DA,C,initial_expert_rl,1
REC-45F45F1D856695AA,TRN-10D84CC3567722A3,C,initial_expert_rl,1
REC-45F6A0DCFFA2BBFC,TRN-FB55116F4C299D95,C,initial_expert_rl,1
REC-46094AA115DCF95B,TRN-AB2197329319D491,C,initial_expert_rl,1
REC-460EA131D9545C3F,TRN-065B9866E9E3B336,A,initial_expert_rl,1
REC-4618B8E01564D05A,TRN-665C6AED8B81BBB3,C,initial_expert_rl,1
REC-46404F479CB1FAE4,TRN-261BF8BE1CF05169,A,initial_expert_rl,1
REC-468F62BE2D6F3C75,TRN-73A1EF8AF1B48060,A,initial_expert_rl,1
REC-46A0581D0BE2FF6B,TRN-92D68104D1899059,A,initial_expert_rl,1
REC-46CDB6FD34240BE8,TRN-E23DAC64A1042EFB,A,initial_expert_rl,1
REC-472DBA41A698A6F7,TRN-36170068D0203AF1,C,initial_expert_rl,1
REC-475AF392B59FBABB,TRN-8A7C9D47E1019AF6,B,initial_expert_rl,1
REC-47A524F3116FF82F,TRN-268FE26505E85AA0,C,initial_expert_rl,1
REC-47B034F30DF35D32,TRN-51063D8B35947FC5,A,initial_expert_rl,1
REC-47B2B122B8FDF3E6,TRN-EF69F8DC8431D3B5,C,initial_expert_rl,1
REC-47C58F4AFA853381,TRN-EE714E6360FA87B0,C,initial_expert_rl,1
REC-47C9B47AB997468F,TRN-5E67CE6BF09CB45B,C,initial_expert_rl,1
REC-48676853C1EEA145,TRN-B385326B523BE71C,A,initial_expert_rl,1
REC-4868456027E64B37,TRN-B9849CF0F54616B1,A,initial_expert_rl,1
REC-487064179EEF47B2,TRN-1B00DF1DC6E577D8,B,initial_expert_rl,1
REC-4899E7276B192FFA,TRN-6ACDF7F711E60A25,A,initial_expert_rl,1
REC-489B27ABACEB8F58,TRN-8C1E22CF514356E0,C,initial_expert_rl,1
REC-48A19A4A950A8DED,TRN-E07EB2136FDB8DF1,A,initial_expert_rl,1
REC-48AB5BA74DEC8E57,TRN-F5965ABD9D7A135F,C,initial_expert_rl,1
REC-48C0E5D2B2463E0A,TRN-862B35FF7992B6C3,B,initial_expert_rl,1
REC-4908549DAE395F7D,TRN-18DF01D17EB789A1,C,initial_expert_rl,1
REC-490FB880E162AEE1,TRN-D1F8F9FC3EDB3503,B,initial_expert_rl,1
REC-4931FBA5636F7196,TRN-66AD9EBB4EC69446,C,initial_expert_rl,1
REC-493BBAF0F0F153C0,TRN-AD84B925F8A722A0,B,initial_expert_rl,1
REC-493CC2B4B58F477D,TRN-C196ED06FF492F21,C,initial_expert_rl,1
REC-49484FBAED1B8D3C,TRN-46F63082D3D21C9A,C,initial_expert_rl,1
REC-494A53AA12F4F020,TRN-9B4DA2EAC367A3AC,A,initial_expert_rl,1
REC-497C0299D48036A1,TRN-63FE7F30BB171711,C,initial_expert_rl,1
REC-49824A193EA84622,TRN-1ECDBABD095340C1,A,initial_expert_rl,1
REC-49CE1CCD67856BFC,TRN-9CCBFA6DAB9ACECE,A,initial_expert_rl,1
REC-49D3C619E9AB7DC8,TRN-D00EF8AAF99997DA,C,initial_expert_rl,1
REC-49FC3B36F2956E26,TRN-D7D302227A8C67D5,A,initial_expert_rl,1
REC-4A02250196B6C8A1,TRN-4BAFAAB7316C6E83,C,initial_expert_rl,1
REC-4A11B88820D8331E,TRN-FA0C5F817C83AC3B,C,initial_expert_rl,1
REC-4A2588EDC5DF1F4D,TRN-765FA506FDE081E1,A,initial_expert_rl,1
REC-4A261331F99FB914,TRN-24A5C7F4EB3ADC2E,A,initial_expert_rl,1
REC-4A421D669AD299D2,TRN-88FC2842A2F3B390,C,initial_expert_rl,1
REC-4A68F825F5A9F9A2,TRN-E8828B6779F7FA7F,A,initial_expert_rl,1
REC-4A70EBFB54821365,TRN-7C6FDB6631101BFA,B,initial_expert_rl,1
REC-4A7534788744C7DB,TRN-DC051760549482EA,C,initial_expert_rl,1
REC-4AA27E8B3C746F23,TRN-2CA8A05D43F9FAE0,C,initial_expert_rl,1
REC-4ADCDACD67355A19,TRN-EAAB45BBBA830EA3,C,initial_expert_rl,1
REC-4ADF41D921E1AFE7,TRN-01D424C4172881C6,C,initial_expert_rl,1
REC-4AE6FA900E0D74C1,TRN-7749943D3CD8E455,A,initial_expert_rl,1
REC-4B181B7F7DA19886,TRN-11C32B5FBB182E8F,C,initial_expert_rl,1
REC-4B25878FB2802C27,TRN-B6F34928832C06EE,C,initial_expert_rl,1
REC-4B37709D9A2D7168,TRN-696B4832C7176A17,A,initial_expert_rl,1
REC-4B3808BDE702856E,TRN-B451117966A32AFD,C,initial_expert_rl,1
REC-4B48410A8A6B96FB,TRN-C54122660AB00E12,C,initial_expert_rl,1
REC-4B61BF25CDF9943A,TRN-97F10F69B1B1BC72,C,initial_expert_rl,1
REC-4B655AE287947468,TRN-EDACB2C20270D69E,A,initial_expert_rl,1
REC-4B7A5C957EA04E14,TRN-C6739FC125CE50A0,C,initial_expert_rl,1
REC-4BA27D3C991D1663,TRN-A6951496E6D0285A,C,initial_expert_rl,1
REC-4BA917BC1C34B1BE,TRN-5580553DF0EAB200,C,initial_expert_rl,1
REC-4BA9E2A7538CE1BB,TRN-D3EAFF2BDADCED77,C,initial_expert_rl,1
REC-4BC316E2E7621B6F,TRN-332070BE625944E7,A,initial_expert_rl,1
REC-4BE6720F216FFD27,TRN-40A598E9C0EB1A3A,C,initial_expert_rl,1
REC-4C1EA73E9BD8797F,TRN-BBC1AB43EE920F3E,A,initial_expert_rl,1
REC-4C248BAF14E6E7EE,TRN-F5F4F8806228F3BC,A,initial_expert_rl,1
REC-4C3474937E375415,TRN-7D2BAEFA60F1C1F2,C,initial_expert_rl,1
REC-4C388BD7307EFD6B,TRN-6115E0FF3FDF6633,C,initial_expert_rl,1
REC-4C55D30E87646BA7,TRN-BBC85521C158D6FC,C,initial_expert_rl,1
REC-4C679D6461A0A8B4,TRN-DDC06326C46DFDE2,C,initial_expert_rl,1
REC-4C744AB17C49E968,TRN-5B3A27630E24FCFF,A,initial_expert_rl,1
REC-4C787699EA9D4B75,TRN-B7A58406C2699487,C,initial_expert_rl,1
REC-4C8B0345595BA34B,TRN-9B36972BAAC0F4CC,A,initial_expert_rl,1
REC-4CC0ACC9D35A5FB4,TRN-7C9682D87D25FC2A,B,initial_expert_rl,1
REC-4CCFFD8A53043EAC,TRN-71E345F36F834FFF,C,initial_expert_rl,1
REC-4CEB2467D2ED0BB9,TRN-59D059D324CB4B83,C,initial_expert_rl,1
REC-4CEC6A69D8E3D304,TRN-8C8B795AD04EEE30,C,initial_expert_rl,1
REC-4CFFF4E779DA9004,TRN-30D0E87B64BD1662,A,initial_expert_rl,1
REC-4D10E49B2C2B8F9C,TRN-3FB4D6C0E2C4EAF4,A,initial_expert_rl,1
REC-4D1342AE3EA79271,TRN-45DF7DB7049FE3B7,B,initial_expert_rl,1
REC-4D221821265ECCEC,TRN-783451FE10FF6156,C,initial_expert_rl,1
REC-4D36A16C6F37E089,TRN-C0FB7C1E5F0DCCD3,C,initial_expert_rl,1
REC-4D3C78D4C6C9CFEE,TRN-519D3A34A03ACDBB,C,initial_expert_rl,1
REC-4D834CBEC0D407CA,TRN-0CED7243A1D46BDB,B,initial_expert_rl,1
REC-4D9C1B631825ACCD,TRN-C57272AEE55BD063,C,initial_expert_rl,1
REC-4DC23A30F9D4F5F4,TRN-6CF5CD5B85A729C4,C,initial_expert_rl,1
REC-4DF1AB5552DDBB09,TRN-4DB53CCF5B4C9579,C,initial_expert_rl,1
REC-4DF4137301BFAA4A,TRN-64FFC7A2F0C8DD82,B,initial_expert_rl,1
REC-4DF72A688C14DEEB,TRN-9F57DF48690C3B54,C,initial_expert_rl,1
REC-4DFA89E84E78F04E,TRN-1EA30C4382EEA151,C,initial_expert_rl,1
REC-4E01BE616B86245C,TRN-D12616A9952C7804,C,initial_expert_rl,1
REC-4E2CEAD49F76E4F0,TRN-FC7A93927885F99D,C,initial_expert_rl,1
REC-4E2FBA71BE97B629,TRN-2B0D9B2769395ED0,C,initial_expert_rl,1
REC-4E342986CBAB6C57,TRN-B23DD06C37887709,A,initial_expert_rl,1
REC-4E370CD6432AE043,TRN-2495235CA402A503,B,initial_expert_rl,1
REC-4E5D44AD4F8CF103,TRN-9270E3E90155268A,C,initial_expert_rl,1
REC-4E6F149708B3EDEA,TRN-3623EF94F1EDC173,A,initial_expert_rl,1
REC-4E757E4E31279908,TRN-60E35A500032C427,A,initial_expert_rl,1
REC-4E844101AC4F70B9,TRN-8D4F3395B2E9C499,C,initial_expert_rl,1
REC-4E87F992203E4F17,TRN-13B2430867F02D56,C,initial_expert_rl,1
REC-4EB34D51BE711B17,TRN-D4601328E9E348C7,C,initial_expert_rl,1
REC-4EB63E3827414F21,TRN-432C3DCC8085DA1F,C,initial_expert_rl,1
REC-4EB79427687D4552,TRN-4F1845EE4972DAE6,C,initial_expert_rl,1
REC-4EDE3351C59572EB,TRN-C53BF2C3E117E333,C,initial_expert_rl,1
REC-4EEF8DF0F1A4A329,TRN-2E39908090393B05,C,initial_expert_rl,1
REC-4EF027BD728024CA,TRN-088E89A8F4A56323,B,initial_expert_rl,1
REC-4F21B1202A7AC37F,TRN-DB233E34ACBDCBE5,B,initial_expert_rl,1
REC-4F6C9142065A00D6,TRN-F9C46625EE973CF8,C,initial_expert_rl,1
REC-4F736ADFCCB546A4,TRN-F81F6186A0888CA4,C,initial_expert_rl,1
REC-4F88C6FF64F4FA9D,TRN-40C0BCB71889DE7D,C,initial_expert_rl,1
REC-4F8FE7B06E33EDC4,TRN-9A0D1993AA1B05BC,C,initial_expert_rl,1
REC-4F99EF24432DB5C8,TRN-B7A2E24A2BCA3E42,C,initial_expert_rl,1
REC-4F9F21BABC438642,TRN-CFC669B0DB39C310,C,initial_expert_rl,1
REC-4FCC705A9386D252,TRN-495D2E988A7EAAC9,C,initial_expert_rl,1
REC-4FE5AEF8762BF70F,TRN-CA9086DC4983F5BF,A,initial_expert_rl,1
REC-5037215EFF497377,TRN-B003B640A697AEAD,B,initial_expert_rl,1
REC-504595051B234AB7,TRN-E0C080D7584B3554,C,initial_expert_rl,1
REC-5060758ACABD4DFB,TRN-8C810D35830AB7CD,A,initial_expert_rl,1
REC-506D87EA60D11B53,TRN-B911A651D0B03625,A,initial_expert_rl,1
REC-507055F66ED316E6,TRN-BA96FC8CC7746FF0,B,initial_expert_rl,1
REC-50709F1EA08F9425,TRN-BB3436FACBA3BFC7,B,initial_expert_rl,1
REC-50DC1EED3CA5BB45,TRN-E3ECAA718D008292,C,initial_expert_rl,1
REC-50FEE49A48B71939,TRN-3E033B2BBC7D4E36,A,initial_expert_rl,1
REC-514A71E1EC5ED538,TRN-57F473042C32D353,B,initial_expert_rl,1
REC-515848C205865719,TRN-6ACB8BB958ED6D15,B,initial_expert_rl,1
REC-5178FA8D9E1387C4,TRN-0931040AC4049D75,A,initial_expert_rl,1
REC-518C2EF528BCE110,TRN-7B1A7017FA9618B0,C,initial_expert_rl,1
REC-51A295760319CE08,TRN-F555A76BAC718E45,C,initial_expert_rl,1
REC-51DB7139AB38355E,TRN-BF44E4C23C980D45,C,initial_expert_rl,1
REC-51E450367563B258,TRN-76ABDF016785D4E3,A,initial_expert_rl,1
REC-51EDBF3C7D622C0E,TRN-3A97C2AA76BCDA42,A,initial_expert_rl,1
REC-52017524730A51EE,TRN-E47969678BA49ABD,B,initial_expert_rl,1
REC-52048228BE4DFFC3,TRN-DD8FE7895C70C859,C,initial_expert_rl,1
REC-520D44C08E36C4DD,TRN-72594FD5DA257D05,A,initial_expert_rl,1
REC-521553D26F11168E,TRN-79F1CD983F0166B3,C,initial_expert_rl,1
REC-521D696CC84FCE0F,TRN-B2257B2204708DD3,A,initial_expert_rl,1
REC-521F292839220FE7,TRN-FC39B61A3667B65B,B,initial_expert_rl,1
REC-52292336AE094D60,TRN-C279C07ABF91FEFE,C,initial_expert_rl,1
REC-5255301090FF6DFF,TRN-047904192E013882,A,initial_expert_rl,1
REC-5283B13E6F8624FA,TRN-87BFEC337185A43B,B,initial_expert_rl,1
REC-52A5E2F064B518D3,TRN-D63360BB09FCBBAA,C,initial_expert_rl,1
REC-52C5F73980924261,TRN-6D2A33D96063431F,C,initial_expert_rl,1
REC-52CD39161F0FFFA3,TRN-AC2520B9744B77D0,C,initial_expert_rl,1
REC-52E798122FA30BF8,TRN-4075F13F5293DFA8,C,initial_expert_rl,1
REC-52F79A22B8C022B1,TRN-D360A477B31212A9,A,initial_expert_rl,1
REC-530CC85CA696A6E6,TRN-A4B33D3C154A7D31,A,initial_expert_rl,1
REC-531952A2B827BFB3,TRN-6019F5643DA06001,B,initial_expert_rl,1
REC-5319D13C0E44D35F,TRN-F7A5331816DB75A0,A,initial_expert_rl,1
REC-5331362AF7A128A3,TRN-462E0871654D8E79,A,initial_expert_rl,1
REC-5338B782FC5C32E6,TRN-64EAC9A9263E624E,A,initial_expert_rl,1
REC-533A9475347D770C,TRN-7EF0A52DAF585A2A,A,initial_expert_rl,1
REC-5356DD6EA0C19BBF,TRN-C78D730FB19DB921,A,initial_expert_rl,1
REC-5383D8B14F5B200D,TRN-3E4385868968FDB7,C,initial_expert_rl,1
REC-5386CC8BDAA23593,TRN-62CD7A81E2F44F1C,C,initial_expert_rl,1
REC-53A0B6434A16B9AF,TRN-6CECE11302C194B4,B,initial_expert_rl,1
REC-53E994225865E4B9,TRN-43F8AFB4C8FBB0DC,B,initial_expert_rl,1
REC-540427FFFD3C49C3,TRN-2FCCA9C1ED0F1F4E,B,initial_expert_rl,1
REC-541D885529A18687,TRN-47638725E89CEC2F,C,initial_expert_rl,1
REC-5431B9EFDE9B080D,TRN-07051A6AD643C7A8,C,initial_expert_rl,1
REC-54350EC5763C57D3,TRN-190AA14AAF5FD0E7,B,initial_expert_rl,1
REC-543DE0CD6D23F1F7,TRN-3747C53E3FAC9BF4,C,initial_expert_rl,1
REC-543F24B90E78C795,TRN-4B4D1D8A55CE530B,C,initial_expert_rl,1
REC-5442B7921FDC083C,TRN-E8C74442EAA8D5FC,C,initial_expert_rl,1
REC-545B5D536306729F,TRN-0875B2723B0EF210,C,initial_expert_rl,1
REC-545D5FC9F73FE1AF,TRN-D878DF547A4C169F,C,initial_expert_rl,1
REC-54A043ACDDF55E4B,TRN-89BF476CC91A2F8C,B,initial_expert_rl,1
REC-54A59261B399235D,TRN-14F20B4E1FAF6819,A,initial_expert_rl,1
REC-54AD5760D5004317,TRN-7EDCC55E624D8E37,A,initial_expert_rl,1
REC-54BAE52E8AF58A4A,TRN-8004A797C0EAE67D,C,initial_expert_rl,1
REC-54DD5F95193E93AE,TRN-D57BF801AD2472C4,B,initial_expert_rl,1
REC-54FD8AAFE000E344,TRN-A5400E65B2686BAA,C,initial_expert_rl,1
REC-55024E09BC42BFC2,TRN-8A70B94561570626,A,initial_expert_rl,1
REC-553434C4920F115A,TRN-432B705558387E2E,C,initial_expert_rl,1
REC-5571A48A9AB64A8B,TRN-9801284CA0627CB2,C,initial_expert_rl,1
REC-5574FB2BEC011DAE,TRN-637B95CB22E2DEE9,C,initial_expert_rl,1
REC-5591385B29A853B0,TRN-1CB34F9AFB2BC6AC,C,initial_expert_rl,1
REC-5593426DF9A67B8C,TRN-EDB3B8A409B4336E,A,initial_expert_rl,1
REC-559466B2BE43EC8C,TRN-F1373CBE330D6EFD,B,initial_expert_rl,1
REC-559984AD1F5790A2,TRN-A1F2B4B56564E7C1,C,initial_expert_rl,1
REC-559BC77ED06AFA41,TRN-B68D2A437C048875,C,initial_expert_rl,1
REC-55B481D825A3F819,TRN-358EB7EAC6EB76FF,B,initial_expert_rl,1
REC-55BD95E20EDD6D20,TRN-892B85C5C3E5172C,A,initial_expert_rl,1
REC-55DDBE5352815DD9,TRN-BA254DD340CC88B3,B,initial_expert_rl,1
REC-55E06FFD745D4796,TRN-6361D41B103B9197,A,initial_expert_rl,1
REC-55EC43FC8BED42DE,TRN-5FD717A1D643EFCA,A,initial_expert_rl,1
REC-55FB25DAC40D8791,TRN-8475C3E52E202D86,C,initial_expert_rl,1
REC-5606AD4D2F5FF65A,TRN-7F90DAE727711CFA,C,initial_expert_rl,1
REC-561B600FA04957F4,TRN-B58F9AB1E01EFA67,C,initial_expert_rl,1
REC-564007AF191D2DE8,TRN-4E27EE81D566E57C,C,initial_expert_rl,1
REC-566E0F58FA7ED661,TRN-FDFF918A255F03A1,A,initial_expert_rl,1
REC-56B7C4C7F2DBE709,TRN-5EE7AF859175C774,C,initial_expert_rl,1
REC-56E9880AED5998FE,TRN-266913FFCAA1B48D,C,initial_expert_rl,1
REC-57107DF49EBEB789,TRN-9F2A28E7D4619BF1,C,initial_expert_rl,1
REC-571A5CA9C11FBE74,TRN-C28C3A6C2D41B0DE,C,initial_expert_rl,1
REC-572CD192224B7A40,TRN-967F16D8631E1FF0,C,initial_expert_rl,1
REC-573130020EBC132C,TRN-3A15685AAEA152CF,C,initial_expert_rl,1
REC-575C9BE3F9E1ABF5,TRN-FD2A9D7375AE203F,B,initial_expert_rl,1
REC-5761DB657BAA9CE1,TRN-06BFA483A2457002,B,initial_expert_rl,1
REC-576762155656ED10,TRN-49DC81F993C6A74D,B,initial_expert_rl,1
REC-576C59B448E3D138,TRN-72BC2C166EF1694F,C,initial_expert_rl,1
REC-577BE66DF346575E,TRN-53A4151B4F494028,C,initial_expert_rl,1
REC-57848D868683CD49,TRN-26B4141431C14238,C,initial_expert_rl,1
REC-57859F753D6915C2,TRN-42EFDE4D90D30B6F,A,initial_expert_rl,1
REC-5794A5431AD90E2A,TRN-AD8F6446B59DA959,A,initial_expert_rl,1
REC-57FA94CCEBE152FC,TRN-6690FA199629FF9C,A,initial_expert_rl,1
